term	estimate	std.error	statistic	p.value	conf.low	conf.high	variable	lvl	index	dataset	test_var	ref_level	outcome_subset
UtdanningHigh school	23.822793109324508	17.662270585980792	1.348795614547631	0.1779468191814008	-10.869467295947622	58.51505351459664	Utdanning	High school	invsimpson	ko_hum	Utdanning	Primary school	positive
UtdanningUniversity/college	25.789808750566834	18.072742243004377	1.4270003081878506	0.15413612921444195	-9.708700746243316	61.288318247376985	Utdanning	University/college	invsimpson	ko_hum	Utdanning	Primary school	positive
UtdanningMissing	-73.85504856579848	105.17496467012528	-0.7022112990238717	0.48283864046969716	-280.43988400294995	132.72978687135296	Utdanning	Missing	invsimpson	ko_hum	Utdanning	Primary school	positive
UtdanningHigh school	-26.412784244236967	60.339738347921724	-0.4377344842289443	0.6617472457362956	-144.9321957412861	92.10662725281219	Utdanning	High school	observed	ko_hum	Utdanning	Primary school	positive
UtdanningUniversity/college	13.472656247523421	61.742035536353434	0.21820881236723694	0.8273457700517769	-107.80114965141358	134.74646214646043	Utdanning	University/college	observed	ko_hum	Utdanning	Primary school	positive
UtdanningMissing	-400.69115226254644	359.3099662953025	-1.1151684891847236	0.26525570465996645	-1106.4483682583393	305.06606373324644	Utdanning	Missing	observed	ko_hum	Utdanning	Primary school	positive
UtdanningHigh school	0.015914316195529514	0.020971438915105396	0.7588566650076969	0.44825701166569853	-0.025277817985314435	0.05710645037637346	Utdanning	High school	shannon	ko_hum	Utdanning	Primary school	positive
UtdanningUniversity/college	0.02025047367322804	0.021458815735641984	0.9436901794908025	0.3457342206254136	-0.021898966845509384	0.062399914191965465	Utdanning	University/college	shannon	ko_hum	Utdanning	Primary school	positive
UtdanningMissing	-0.14018471687497322	0.12488033949205966	-1.122552336461951	0.26210786329687336	-0.38547488135677527	0.10510544760682883	Utdanning	Missing	shannon	ko_hum	Utdanning	Primary school	positive
UtdanningHigh school	1.0506682401513463	1.5594980318538596	0.6737220686981953	0.5007655054684115	-2.012500312227568	4.113836792530261	Utdanning	High school	invsimpson	mags	Utdanning	Primary school	positive
UtdanningUniversity/college	2.0000150611941367	1.5957408092557737	1.2533458125489125	0.21060197916107135	-1.1343416130809238	5.134371735469197	Utdanning	University/college	invsimpson	mags	Utdanning	Primary school	positive
UtdanningMissing	9.60077621526854	9.286470253351716	1.0338455789274061	0.30165381750117687	-8.639723651764891	27.841276082301974	Utdanning	Missing	invsimpson	mags	Utdanning	Primary school	positive
UtdanningHigh school	9.099091293234336	5.567785877245671	1.6342387250235935	0.10276973320121921	-1.8371627174771152	20.03534530394579	Utdanning	High school	observed	mags	Utdanning	Primary school	positive
UtdanningUniversity/college	15.088432151840538	5.697181375058935	2.648402983604231	0.008314964819556297	3.8980192953818893	26.278845008299186	Utdanning	University/college	observed	mags	Utdanning	Primary school	positive
UtdanningMissing	5.480198247043664	33.154949137453606	0.1652905038196225	0.8687748771048701	-59.64280638595442	70.60320288004175	Utdanning	Missing	observed	mags	Utdanning	Primary school	positive
UtdanningHigh school	0.08953805412575415	0.04384812288752107	2.04200426904104	0.041618235383988636	0.0034115003459881665	0.17566460790552013	Utdanning	High school	shannon	mags	Utdanning	Primary school	positive
UtdanningUniversity/college	0.12009398171726154	0.04486715447643244	2.6766569691943314	0.007653571818311675	0.03196584444506666	0.20822211898945642	Utdanning	University/college	shannon	mags	Utdanning	Primary school	positive
UtdanningMissing	0.15314290455339388	0.2611059972779966	0.5865162277002177	0.5577645812138528	-0.35972191692298483	0.6660077260297725	Utdanning	Missing	shannon	mags	Utdanning	Primary school	positive
UtdanningHigh school	1.2310643773527434	1.4910947992724553	0.8256110731211808	0.4093756991073142	-1.697746435135125	4.159875189840612	Utdanning	High school	invsimpson	metaphlan	Utdanning	Primary school	positive
UtdanningUniversity/college	2.23350015221403	1.5257478836568845	1.4638723580338961	0.1437889155842119	-0.7633763045780713	5.230376609006131	Utdanning	University/college	invsimpson	metaphlan	Utdanning	Primary school	positive
UtdanningMissing	8.248488852198465	8.8791439396114	0.9289734357611353	0.35330238516803003	-9.191940011652909	25.688917716049836	Utdanning	Missing	invsimpson	metaphlan	Utdanning	Primary school	positive
UtdanningHigh school	12.281166437702037	7.192320702704269	1.707538768826645	0.08827523062570802	-1.846001500405423	26.408334375809495	Utdanning	High school	observed	metaphlan	Utdanning	Primary school	positive
UtdanningUniversity/college	19.541157637136077	7.359470434801985	2.6552396412557715	0.008150388118456243	5.085673925335955	33.9966413489362	Utdanning	University/college	observed	metaphlan	Utdanning	Primary school	positive
UtdanningMissing	28.134831910859088	42.828699295523	0.656915394902037	0.5115047090350135	-55.98936840338213	112.25903222510031	Utdanning	Missing	observed	metaphlan	Utdanning	Primary school	positive
UtdanningHigh school	0.089688310703868	0.04392704519459701	2.041756059542552	0.04164295024867875	0.0034067376011030354	0.17596988380663298	Utdanning	High school	shannon	metaphlan	Utdanning	Primary school	positive
UtdanningUniversity/college	0.12075938907981751	0.04494791094010812	2.68665187222441	0.007431174486293188	0.03247262983126874	0.20904614832836627	Utdanning	University/college	shannon	metaphlan	Utdanning	Primary school	positive
UtdanningMissing	0.20742774316064722	0.26157596238344494	0.7929923731163734	0.4281175032471495	-0.30636018453473285	0.7212156708560273	Utdanning	Missing	shannon	metaphlan	Utdanning	Primary school	positive
Sivilstatus_cat2Not married/non-cohabiting	-20.549404493257573	12.300625593997989	-1.6705983233311745	0.09511178519877833	-44.68719949027897	3.5883905037638293	Sivilstatus_cat2	Not married/non-cohabiting	invsimpson	ko_hum	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Missing	73.38336376079307	109.00407815116382	0.6732166814807339	0.5009639192933388	-140.5177969684571	287.2845244900433	Sivilstatus_cat2	Missing	invsimpson	ko_hum	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Not married/non-cohabiting	-54.1972125826962	41.908174657839616	-1.2932372508511945	0.196225605376826	-136.43456879357785	28.04014362818544	Sivilstatus_cat2	Not married/non-cohabiting	observed	ko_hum	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Missing	156.54253305335527	371.37639144181236	0.42151988295648707	0.6734654556469173	-572.2177348577393	885.3028009644497	Sivilstatus_cat2	Missing	observed	ko_hum	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Not married/non-cohabiting	-0.03201952370408519	0.014612400381718548	-2.191256937097381	0.028661701236112825	-0.060693766500355864	-0.0033452809078145067	Sivilstatus_cat2	Not married/non-cohabiting	shannon	ko_hum	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Missing	0.02186168017492902	0.12949026218326218	0.16882875828909122	0.8659652417365584	-0.23223998146862646	0.2759633418184845	Sivilstatus_cat2	Missing	shannon	ko_hum	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Not married/non-cohabiting	-2.1093314382368527	1.0525517069007433	-2.004016928011846	0.04533569764014122	-4.1747773889966195	-0.04388548747708576	Sivilstatus_cat2	Not married/non-cohabiting	invsimpson	mags	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Missing	3.25253489834788	9.327365314909873	0.3487088570604901	0.7273807873438111	-15.05076440241932	21.55583419911508	Sivilstatus_cat2	Missing	invsimpson	mags	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Not married/non-cohabiting	-11.670244688769623	3.8719280880339073	-3.014065453549153	0.00264226492109204	-19.26821649255939	-4.072272884979855	Sivilstatus_cat2	Not married/non-cohabiting	observed	mags	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Missing	0.340041980001504	34.311746884619744	0.00991036629947652	0.992094764115506	-66.99067270289714	67.67075666290015	Sivilstatus_cat2	Missing	observed	mags	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Not married/non-cohabiting	-0.0841097913314112	0.031031881315644393	-2.7104315873046385	0.006833802827971338	-0.14500435184339142	-0.02321523081943097	Sivilstatus_cat2	Not married/non-cohabiting	shannon	mags	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Missing	0.10878461289478951	0.2749942749057138	0.39558864609849803	0.6924923046606593	-0.43084285420473084	0.6484120799943098	Sivilstatus_cat2	Missing	shannon	mags	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Not married/non-cohabiting	-2.123216606346719	1.004594810634339	-2.1135054490337652	0.03480297442622119	-4.094555658077162	-0.15187755461627583	Sivilstatus_cat2	Not married/non-cohabiting	invsimpson	metaphlan	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Missing	1.8598477424224364	8.902387151924318	0.20891562124664692	0.8345563606669848	-15.609507325348888	19.32920281019376	Sivilstatus_cat2	Missing	invsimpson	metaphlan	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Not married/non-cohabiting	-13.876072370686378	5.071608420593681	-2.736029917913507	0.00632790164370881	-23.828203945294305	-3.923940796078451	Sivilstatus_cat2	Not married/non-cohabiting	observed	metaphlan	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Missing	-4.315627835717859	44.942917448055816	-0.09602464817077754	0.9235201023044055	-92.50812826094501	83.87687258950929	Sivilstatus_cat2	Missing	observed	metaphlan	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Not married/non-cohabiting	-0.09207910220600424	0.0312215468560842	-2.9492165340315486	0.003259443572190651	-0.1533458476851758	-0.030812356726832656	Sivilstatus_cat2	Not married/non-cohabiting	shannon	metaphlan	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Missing	0.06931628183960141	0.2766750282328268	0.2505332059865936	0.8022261341332759	-0.4736093654167242	0.612241929095927	Sivilstatus_cat2	Missing	shannon	metaphlan	Sivilstatus_cat2	Married/cohabiting	all
Sivilstatus_cat2Not married/non-cohabiting	-37.30623081938064	21.247632059101566	-1.7557829839866914	0.07982601802327285	-79.06648268514297	4.4540210463816905	Sivilstatus_cat2	Not married/non-cohabiting	invsimpson	ko_hum	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Missing	-17.150177425380523	162.5656363332759	-0.10549694149519358	0.9160299032077235	-336.6578712291946	302.3575163784335	Sivilstatus_cat2	Missing	invsimpson	ko_hum	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Not married/non-cohabiting	-25.47736474745061	71.87225041889069	-0.354481244137504	0.7231492490817424	-166.7356127867349	115.78088329183366	Sivilstatus_cat2	Not married/non-cohabiting	observed	ko_hum	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Missing	-438.26787135697737	549.8945996218255	-0.7970034105779249	0.42588185307230686	-1519.0347500357382	642.4990073217834	Sivilstatus_cat2	Missing	observed	ko_hum	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Not married/non-cohabiting	-0.026549837197366286	0.02545124012360661	-1.0431647757996947	0.29744870934943685	-0.0765718911797313	0.023472216784998733	Sivilstatus_cat2	Not married/non-cohabiting	shannon	ko_hum	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Missing	-0.07727098198854511	0.19472744231716813	-0.39681608852381317	0.6916967996885288	-0.4599897251276097	0.3054477611505195	Sivilstatus_cat2	Missing	shannon	ko_hum	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Not married/non-cohabiting	-1.3950031639824692	1.769942643032131	-0.7881629212530051	0.43102873386860263	-4.873661414246814	2.083655086281876	Sivilstatus_cat2	Not married/non-cohabiting	invsimpson	mags	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Missing	-0.6940718104971374	13.541831449150434	-0.051253910012347775	0.9591466133576287	-27.30928664795397	25.921143026959694	Sivilstatus_cat2	Missing	invsimpson	mags	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Not married/non-cohabiting	-12.755972684759747	6.707699862205468	-1.901691033707884	0.05786892407114998	-25.93933518400118	0.4273898144816872	Sivilstatus_cat2	Not married/non-cohabiting	observed	mags	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Missing	-7.985578445200621	51.320612734582866	-0.15560177518729165	0.8764187742618599	-108.85148706692831	92.88033017652708	Sivilstatus_cat2	Missing	observed	mags	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Not married/non-cohabiting	-0.06647094881376599	0.05468912823046105	-1.215432590800426	0.22485736503032552	-0.1739573624936721	0.04101546486614013	Sivilstatus_cat2	Not married/non-cohabiting	shannon	mags	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Missing	-0.003884574929735531	0.41842652896884514	-0.009283768262276615	0.992596967636804	-0.8262631434427731	0.8184939935833021	Sivilstatus_cat2	Missing	shannon	mags	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Not married/non-cohabiting	-2.005477184290726	1.683242247586662	-1.1914370537966632	0.23412872952017866	-5.313733841540237	1.3027794729587843	Sivilstatus_cat2	Not married/non-cohabiting	invsimpson	metaphlan	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Missing	-0.13494855782809995	12.878486709523232	-0.010478603649007129	0.9916442188385388	-25.446420779467445	25.176523663811246	Sivilstatus_cat2	Missing	invsimpson	metaphlan	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Not married/non-cohabiting	-18.648185178251858	8.88198664280603	-2.099551139649142	0.03634125879946427	-36.10490686094088	-1.1914634955628358	Sivilstatus_cat2	Not married/non-cohabiting	observed	metaphlan	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Missing	-15.395621140748405	67.95608124590582	-0.2265525153670622	0.8208776521795054	-148.95700156872027	118.16575928722347	Sivilstatus_cat2	Missing	observed	metaphlan	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Not married/non-cohabiting	-0.09506638034395626	0.05521627599253867	-1.7217093807051111	0.08582983523940453	-0.20358885410122074	0.01345609341330821	Sivilstatus_cat2	Not married/non-cohabiting	shannon	metaphlan	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Missing	-0.010400770608904047	0.4224597365820719	-0.024619554736865376	0.9803696595163169	-0.840706234941992	0.8199046937241838	Sivilstatus_cat2	Missing	shannon	metaphlan	Sivilstatus_cat2	Married/cohabiting	negative
Sivilstatus_cat2Not married/non-cohabiting	-10.056836676836571	14.999908420143258	-0.6704598718303723	0.5028400931025043	-39.51956767387094	19.4058943201978	Sivilstatus_cat2	Not married/non-cohabiting	invsimpson	ko_hum	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Missing	145.87030165171112	147.94512265095253	0.985975739097959	0.3245693042943606	-144.72262924477238	436.4632325481946	Sivilstatus_cat2	Missing	invsimpson	ko_hum	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Not married/non-cohabiting	-46.24560848830953	51.1287812359314	-0.9044926824074156	0.36612177285464453	-146.67245681076605	54.18123983414698	Sivilstatus_cat2	Not married/non-cohabiting	observed	ko_hum	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Missing	710.5668119273258	504.2866662296161	1.4090533411085362	0.1593724448039424	-279.95006166652877	1701.0836855211805	Sivilstatus_cat2	Missing	observed	ko_hum	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Not married/non-cohabiting	-0.033270666251293546	0.017762011835400944	-1.8731361379335847	0.061568422903436094	-0.06815870436556629	0.0016173718629792014	Sivilstatus_cat2	Not married/non-cohabiting	shannon	ko_hum	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Missing	0.10169267192941371	0.1751879375468191	0.580477590828628	0.5618252682256912	-0.24241043412260926	0.4457957779814367	Sivilstatus_cat2	Missing	shannon	ko_hum	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Not married/non-cohabiting	-2.828656005727043	1.31959261539591	-2.143582779052137	0.032494851489610455	-5.420591980540909	-0.23672003091317695	Sivilstatus_cat2	Not married/non-cohabiting	invsimpson	mags	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Missing	7.291748465157368	13.015232217809409	0.5602472812724536	0.5755340321603852	-18.272693327187344	32.85619025750208	Sivilstatus_cat2	Missing	invsimpson	mags	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Not married/non-cohabiting	-11.91492408760323	4.72452379722411	-2.5219312250271306	0.01194645370030863	-21.194805659398313	-2.6350425158081485	Sivilstatus_cat2	Not married/non-cohabiting	observed	mags	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Missing	9.667452931976953	46.598301340895084	0.20746363394780468	0.8357229427955626	-81.86065369845177	101.19555956240568	Sivilstatus_cat2	Missing	observed	mags	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Not married/non-cohabiting	-0.1060728040977046	0.03714220138838556	-2.855856684113338	0.004450743479012346	-0.17902729538474066	-0.03311831281066854	Sivilstatus_cat2	Not married/non-cohabiting	shannon	mags	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Missing	0.22331163380425245	0.3663360725957419	0.6095813394021959	0.5423855396978892	-0.49624350340606627	0.9428667710145712	Sivilstatus_cat2	Missing	shannon	mags	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Not married/non-cohabiting	-2.493891567459215	1.263169354404961	-1.9743129128033732	0.04883535345752163	-4.975001308272919	-0.012781826645511085	Sivilstatus_cat2	Not married/non-cohabiting	invsimpson	metaphlan	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Missing	3.5254312673579005	12.458725735645636	0.28296884787111865	0.7773049117113149	-20.945923799198617	27.99678633391442	Sivilstatus_cat2	Missing	invsimpson	metaphlan	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Not married/non-cohabiting	-12.114523881656652	6.116884853131271	-1.9805054652050793	0.048133937808118595	-24.129272766764814	-0.09977499654849176	Sivilstatus_cat2	Not married/non-cohabiting	observed	metaphlan	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Missing	8.763730739899982	60.331253664388484	0.14526021270254025	0.8845575080742472	-109.73855925013088	127.26602072993084	Sivilstatus_cat2	Missing	observed	metaphlan	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Not married/non-cohabiting	-0.10194546817612392	0.03724572616214069	-2.737105130729035	0.006394467124617619	-0.17510330220867837	-0.028787634143569468	Sivilstatus_cat2	Not married/non-cohabiting	shannon	metaphlan	Sivilstatus_cat2	Married/cohabiting	positive
Sivilstatus_cat2Missing	0.1400108572259581	0.36735714451975765	0.3811300782212713	0.7032507650493577	-0.5815498633908234	0.8615715778427395	Sivilstatus_cat2	Missing	shannon	metaphlan	Sivilstatus_cat2	Married/cohabiting	positive
Arbeid_lumpRetired	8.740192035091884	15.327668212251671	0.5702232012111077	0.5686535209486296	-21.337636955184827	38.818021025368594	Arbeid_lump	Retired	invsimpson	ko_hum	Arbeid_lump	Employed	all
Arbeid_lumpOther	-28.385250724555757	16.57418779881494	-1.7126179013481018	0.0870906980944139	-60.909153210063266	4.138651760951749	Arbeid_lump	Other	invsimpson	ko_hum	Arbeid_lump	Employed	all
Arbeid_lumpRetired	68.31376576800386	52.23603291595709	1.307790081951942	0.1912429923456122	-34.190179608421886	170.8177111444296	Arbeid_lump	Retired	observed	ko_hum	Arbeid_lump	Employed	all
Arbeid_lumpOther	77.93612642645084	56.484117964017955	1.379788323438076	0.16795810793521526	-32.90393203921798	188.77618489211966	Arbeid_lump	Other	observed	ko_hum	Arbeid_lump	Employed	all
Arbeid_lumpRetired	0.00411282779558806	0.018238032307398132	0.2255083073802715	0.8216296203581518	-0.03167607429080946	0.03990172988198558	Arbeid_lump	Retired	shannon	ko_hum	Arbeid_lump	Employed	all
Arbeid_lumpOther	-0.02920281240940471	0.019721236678521832	-1.4807799777185957	0.13897801574627625	-0.06790223988130285	0.009496615062493437	Arbeid_lump	Other	shannon	ko_hum	Arbeid_lump	Employed	all
Arbeid_lumpRetired	-0.661668152182487	1.3117534396428783	-0.5044150311987171	0.6140801068852619	-3.2357515084133412	1.912415204048367	Arbeid_lump	Retired	invsimpson	mags	Arbeid_lump	Employed	all
Arbeid_lumpOther	-3.201581351377333	1.4184315287438414	-2.2571278813949123	0.02421369338572063	-5.9850015275703745	-0.4181611751842915	Arbeid_lump	Other	invsimpson	mags	Arbeid_lump	Employed	all
Arbeid_lumpRetired	-0.4357142805848203	4.822493122042458	-0.09035042032372737	0.9280267217087151	-9.899001286995723	9.027572725826083	Arbeid_lump	Retired	observed	mags	Arbeid_lump	Employed	all
Arbeid_lumpOther	-16.51298513320802	5.214681421622664	-3.16663354826183	0.001588506008036255	-26.745872084203576	-6.280098182212463	Arbeid_lump	Other	observed	mags	Arbeid_lump	Employed	all
Arbeid_lumpRetired	-0.013541367503003363	0.03859505215903379	-0.3508576033841112	0.7257685649439338	-0.08927730871957644	0.06219457371356972	Arbeid_lump	Retired	shannon	mags	Arbeid_lump	Employed	all
Arbeid_lumpOther	-0.14314752256113475	0.04173378714432084	-3.4300151593267123	6.280288723748338e-4	-0.22504267422159008	-0.06125237090067942	Arbeid_lump	Other	shannon	mags	Arbeid_lump	Employed	all
Arbeid_lumpRetired	-0.5542121672165222	1.2523920844372876	-0.44252289207459766	0.658205900168657	-3.0118093974574047	1.9033850630243605	Arbeid_lump	Retired	invsimpson	metaphlan	Arbeid_lump	Employed	all
Arbeid_lumpOther	-2.959472013571204	1.3542426230639024	-2.1853336788909767	0.029094205657341624	-5.616932852611384	-0.3020111745310241	Arbeid_lump	Other	invsimpson	metaphlan	Arbeid_lump	Employed	all
Arbeid_lumpRetired	1.331331372451916	6.314997885373138	0.21082055712727302	0.8330699490634065	-11.060731388822418	13.723394133726252	Arbeid_lump	Retired	observed	metaphlan	Arbeid_lump	Employed	all
Arbeid_lumpOther	-19.80807332039394	6.828563839712571	-2.9007670991075782	0.0038034801071303984	-33.20791813539924	-6.408228505388646	Arbeid_lump	Other	observed	metaphlan	Arbeid_lump	Employed	all
Arbeid_lumpRetired	-0.005227557735909839	0.0388721631724544	-0.13448075201573018	0.8930493032990365	-0.08150728014330522	0.07105216467148553	Arbeid_lump	Retired	shannon	metaphlan	Arbeid_lump	Employed	all
Arbeid_lumpOther	-0.13630298892245862	0.042033434156113665	-3.242727882195504	0.0012227992261294115	-0.21878614467155594	-0.053819833173361295	Arbeid_lump	Other	shannon	metaphlan	Arbeid_lump	Employed	all
Arbeid_lumpRetired	9.940508603310157	24.448400355631886	0.4065913703437976	0.6845071854706049	-38.110556744879595	57.99157395149991	Arbeid_lump	Retired	invsimpson	ko_hum	Arbeid_lump	Employed	negative
Arbeid_lumpOther	-46.33234537590186	23.817976178439555	-1.9452679366537742	0.05238368560491564	-93.14437042310237	0.47967967129865485	Arbeid_lump	Other	invsimpson	ko_hum	Arbeid_lump	Employed	negative
Arbeid_lumpRetired	37.22138452230433	82.8969428750016	0.44900792757134117	0.6536485195703567	-125.70487491839862	200.14764396300728	Arbeid_lump	Retired	observed	ko_hum	Arbeid_lump	Employed	negative
Arbeid_lumpOther	-47.872267844228254	80.75937001773717	-0.5927766379766716	0.5536372626279805	-206.5973259156453	110.85279022718882	Arbeid_lump	Other	observed	ko_hum	Arbeid_lump	Employed	negative
Arbeid_lumpRetired	-0.008008850778179102	0.029222103159548655	-0.27406825355628517	0.7841616698691263	-0.06544218662452851	0.04942448506817031	Arbeid_lump	Retired	shannon	ko_hum	Arbeid_lump	Employed	negative
Arbeid_lumpOther	-0.06353911273669628	0.028468584725941028	-2.2319027569641854	0.0261276156198144	-0.11949147792780178	-0.007586747545590786	Arbeid_lump	Other	shannon	ko_hum	Arbeid_lump	Employed	negative
Arbeid_lumpRetired	-0.6029105501084477	2.0368669213980843	-0.2959989893176802	0.7673714597887294	-4.606183734528443	3.400362634311548	Arbeid_lump	Retired	invsimpson	mags	Arbeid_lump	Employed	negative
Arbeid_lumpOther	-3.200335524998371	1.9843444604479197	-1.6127923295514779	0.10751151861451452	-7.100380679500134	0.6997096295033924	Arbeid_lump	Other	invsimpson	mags	Arbeid_lump	Employed	negative
Arbeid_lumpRetired	0.704420145095786	7.6812669202298185	0.09170624486965624	0.9269734582400261	-14.392398189516754	15.801238479708328	Arbeid_lump	Retired	observed	mags	Arbeid_lump	Employed	negative
Arbeid_lumpOther	-21.755032251594	7.483198485995221	-2.9071836451095696	0.0038326061316101565	-36.46256543305222	-7.0474990701357765	Arbeid_lump	Other	observed	mags	Arbeid_lump	Employed	negative
Arbeid_lumpRetired	-3.9231964342723323e-4	0.06275313303088759	-0.006251793726922454	0.9950146757057416	-0.12372778749444403	0.12294314820758957	Arbeid_lump	Retired	shannon	mags	Arbeid_lump	Employed	negative
Arbeid_lumpOther	-0.1404098967837963	0.06113498658033157	-2.296719188762678	0.022106961857322485	-0.26056504773441935	-0.020254745833173257	Arbeid_lump	Other	shannon	mags	Arbeid_lump	Employed	negative
Arbeid_lumpRetired	-0.32320008154600516	1.9392297806637684	-0.16666414922494577	0.8677114026690982	-4.134576513557238	3.4881763504652277	Arbeid_lump	Retired	invsimpson	metaphlan	Arbeid_lump	Employed	negative
Arbeid_lumpOther	-2.893363925662827	1.889224981941622	-1.5315083980570787	0.12636735870971513	-6.60646055956173	0.8197327082360752	Arbeid_lump	Other	invsimpson	metaphlan	Arbeid_lump	Employed	negative
Arbeid_lumpRetired	3.5168779842167703	10.188975480929008	0.345165025747624	0.7301363843298222	-16.50860914555537	23.542365113988907	Arbeid_lump	Retired	observed	metaphlan	Arbeid_lump	Employed	negative
Arbeid_lumpOther	-26.643786139150986	9.926243507034535	-2.684176155891104	0.00754717672256655	-46.15289792071945	-7.134674357582526	Arbeid_lump	Other	observed	metaphlan	Arbeid_lump	Employed	negative
Arbeid_lumpRetired	0.013164448177518407	0.0634312114084181	0.20753896835984628	0.8356856415302569	-0.1115037198892983	0.13783261624433513	Arbeid_lump	Retired	shannon	metaphlan	Arbeid_lump	Employed	negative
Arbeid_lumpOther	-0.14179587690716092	0.06179558009189914	-2.294595773618268	0.02222959104047218	-0.2632493631897973	-0.02034239062452456	Arbeid_lump	Other	shannon	metaphlan	Arbeid_lump	Employed	negative
Arbeid_lumpRetired	8.670659265250418	19.590019713945264	0.442605948940325	0.6582210764225971	-29.807941062967924	47.149259593468756	Arbeid_lump	Retired	invsimpson	ko_hum	Arbeid_lump	Employed	positive
Arbeid_lumpOther	-8.25165437324146	23.570337999699955	-0.3500863828658928	0.726405032055057	-54.548372229316506	38.04506348283359	Arbeid_lump	Other	invsimpson	ko_hum	Arbeid_lump	Employed	positive
Arbeid_lumpRetired	109.69666973603427	66.45614208663045	1.6506626218692717	0.09936616613457692	-20.836089701998844	240.22942917406738	Arbeid_lump	Retired	observed	ko_hum	Arbeid_lump	Employed	positive
Arbeid_lumpOther	207.76165229669238	79.95876237035736	2.5983600313167754	0.009612779493809707	50.707126323050886	364.81617827033386	Arbeid_lump	Other	observed	ko_hum	Arbeid_lump	Employed	positive
Arbeid_lumpRetired	0.016572916936132116	0.023247290378435027	0.712896714685756	0.4762055606913468	-0.029089272701638684	0.06223510657390292	Arbeid_lump	Retired	shannon	ko_hum	Arbeid_lump	Employed	positive
Arbeid_lumpOther	0.008873933579933956	0.027970696293216468	0.3172582293593487	0.7511654967982546	-0.04606594189157992	0.06381380905144783	Arbeid_lump	Other	shannon	ko_hum	Arbeid_lump	Employed	positive
Arbeid_lumpRetired	-0.6678960796530685	1.7268254582645743	-0.38677683170381966	0.6990678355093978	-4.059716384859562	2.7239242255534246	Arbeid_lump	Retired	invsimpson	mags	Arbeid_lump	Employed	positive
