term	estimate	std.error	statistic	p.value	conf.low	conf.high	variable	lvl	index	dataset	test_var	ref_level	outcome_subset
ROKJOT_nonprochigh	-0.0054908066116333715	0.015113610078283955	-0.3633021219412599	0.7164611538826142	-0.03515125090452669	0.024169637681259945	ROKJOT_nonproc	high	shannon	ko_hum	ROKJOT_nonproc	low	all
ROKJOT_nonprocmid	2.387941925067309	1.0580909919276447	2.2568398590341685	0.02424774155071259	0.3114394375527234	4.464444412581894	ROKJOT_nonproc	mid	invsimpson	mags	ROKJOT_nonproc	low	all
ROKJOT_nonprochigh	2.763976911311401	1.078135518516435	2.5636637174469152	0.010512396288286364	0.6481370609043795	4.8798167617184225	ROKJOT_nonproc	high	invsimpson	mags	ROKJOT_nonproc	low	all
ROKJOT_nonprocmid	0.6958364720553061	3.931802225826334	0.1769764683189436	0.8595651196444932	-7.020321367517409	8.411994311628021	ROKJOT_nonproc	mid	observed	mags	ROKJOT_nonproc	low	all
ROKJOT_nonprochigh	0.7217374813281633	4.006286476102259	0.18015124121387	0.8570727890259193	-7.140595623092847	8.584070585749174	ROKJOT_nonproc	high	observed	mags	ROKJOT_nonproc	low	all
ROKJOT_nonprocmid	0.060573607620986354	0.0311911537918025	1.9420124059952537	0.05243499502992574	-6.389997362804684e-4	0.12178621497825318	ROKJOT_nonproc	mid	shannon	mags	ROKJOT_nonproc	low	all
ROKJOT_nonprochigh	0.06838881153248184	0.03178204050786443	2.1518068204449965	0.03166751233935465	0.0060165896003790825	0.13076103346458462	ROKJOT_nonproc	high	shannon	mags	ROKJOT_nonproc	low	all
ROKJOT_nonprocmid	2.007196899316286	1.0131700320380115	1.9811056741174724	0.04787142130797805	0.018851749558097097	3.9955420490744746	ROKJOT_nonproc	mid	invsimpson	metaphlan	ROKJOT_nonproc	low	all
ROKJOT_nonprochigh	2.288328364274695	1.0323635738043515	2.216591540364023	0.02689049550277702	0.26231590846619124	4.314340820083199	ROKJOT_nonproc	high	invsimpson	metaphlan	ROKJOT_nonproc	low	all
ROKJOT_nonprocmid	1.9867268262574245	5.139393543196974	0.3865683391549688	0.6991635688233657	-8.099327736330418	12.072781388845266	ROKJOT_nonproc	mid	observed	metaphlan	ROKJOT_nonproc	low	all
ROKJOT_nonprochigh	2.741787253947668	5.23675446140987	0.5235661274845237	0.6007041472290691	-7.535338010874831	13.018912518770168	ROKJOT_nonproc	high	observed	metaphlan	ROKJOT_nonproc	low	all
ROKJOT_nonprocmid	0.057993400091720326	0.03133879966685779	1.850530355604238	0.06455175076287234	-0.003508962144061274	0.11949576232750192	ROKJOT_nonproc	mid	shannon	metaphlan	ROKJOT_nonproc	low	all
ROKJOT_nonprochigh	0.062010638969636524	0.031932483393470656	1.9419297336052495	0.05244501898602539	-6.568269713213629e-4	0.12467810491059442	ROKJOT_nonproc	high	shannon	metaphlan	ROKJOT_nonproc	low	all
ROKJOT_nonprocmid	-26.444267984641012	19.736749640558447	-1.3398491882522952	0.1810456511638689	-65.24353405543985	12.354998086157824	ROKJOT_nonproc	mid	invsimpson	ko_hum	ROKJOT_nonproc	low	negative
ROKJOT_nonprochigh	-16.311841230037352	20.458183348305894	-0.7973259869815423	0.42572892879573143	-56.52932959625485	23.905647136180143	ROKJOT_nonproc	high	invsimpson	ko_hum	ROKJOT_nonproc	low	negative
ROKJOT_nonprocmid	-61.91585620108175	65.9782048756064	-0.9384289299446129	0.3485833276037591	-191.61836408423375	67.78665168207023	ROKJOT_nonproc	mid	observed	ko_hum	ROKJOT_nonproc	low	negative
ROKJOT_nonprochigh	-75.70425103930557	68.38989382342156	-1.106950849123545	0.26897221200135024	-210.14775036585095	58.7392482872398	ROKJOT_nonproc	high	observed	ko_hum	ROKJOT_nonproc	low	negative
ROKJOT_nonprocmid	-0.02231996281431628	0.02365372724314417	-0.9436129276744547	0.34593004162769603	-0.06881937500663136	0.024179449377998805	ROKJOT_nonproc	mid	shannon	ko_hum	ROKJOT_nonproc	low	negative
ROKJOT_nonprochigh	-0.011123096806727597	0.024518337498522856	-0.4536643974085814	0.6503133854497137	-0.059322193291386466	0.037075999677931265	ROKJOT_nonproc	high	shannon	ko_hum	ROKJOT_nonproc	low	negative
ROKJOT_nonprocmid	2.9709138290254073	1.6058148659439524	1.8500973505927805	0.06502770036820028	-0.18585916444509687	6.127686822495912	ROKJOT_nonproc	mid	invsimpson	mags	ROKJOT_nonproc	low	negative
ROKJOT_nonprochigh	5.35327072705423	1.6645119155489827	3.216120399647987	0.0014036604998836956	2.0811088024439983	8.625432651664463	ROKJOT_nonproc	high	invsimpson	mags	ROKJOT_nonproc	low	negative
ROKJOT_nonprocmid	1.6552257180477956	6.178132127066023	0.2679168531855044	0.7888997169025752	-10.489985453197653	13.800436889293243	ROKJOT_nonproc	mid	observed	mags	ROKJOT_nonproc	low	negative
ROKJOT_nonprochigh	10.56925444059439	6.403960231923961	1.65042474622286	0.09963133113936472	-2.0198983566137123	23.158407237802493	ROKJOT_nonproc	high	observed	mags	ROKJOT_nonproc	low	negative
ROKJOT_nonprocmid	0.06167666590881178	0.049684150128636285	1.241375081371542	0.21518570986652197	-0.035994358725411096	0.15934769054303466	ROKJOT_nonproc	mid	shannon	mags	ROKJOT_nonproc	low	negative
ROKJOT_nonprochigh	0.14423731920250735	0.051500245549430654	2.8007112910571728	0.005343312172231279	0.04299614392420069	0.245478494480814	ROKJOT_nonproc	high	shannon	mags	ROKJOT_nonproc	low	negative
ROKJOT_nonprocmid	1.9538010731189406	1.5337787137399115	1.2738480822666143	0.2034477974569265	-1.0613604652243414	4.9689626114622225	ROKJOT_nonproc	mid	invsimpson	metaphlan	ROKJOT_nonproc	low	negative
ROKJOT_nonprochigh	4.18601831274533	1.5898426393846707	2.6329765028603567	0.008787905807264924	1.0606441402206608	7.311392485269999	ROKJOT_nonproc	high	invsimpson	metaphlan	ROKJOT_nonproc	low	negative
ROKJOT_nonprocmid	1.0943540997243648	8.143015196243239	0.1343917545713586	0.893159560945219	-14.913500231484557	17.10220843093329	ROKJOT_nonproc	mid	observed	metaphlan	ROKJOT_nonproc	low	negative
ROKJOT_nonprochigh	14.473752986109522	8.440665303391448	1.714764472451477	0.08715338792464362	-2.119233442003191	31.066739414222234	ROKJOT_nonproc	high	observed	metaphlan	ROKJOT_nonproc	low	negative
ROKJOT_nonprocmid	0.05104688760567493	0.05011252319610748	1.0186453275543714	0.30897948854188034	-0.047466249378609084	0.14956002458995896	ROKJOT_nonproc	mid	shannon	metaphlan	ROKJOT_nonproc	low	negative
ROKJOT_nonprochigh	0.13450726117250167	0.05194427685729061	2.589452954404215	0.009959250584932028	0.032393191969350366	0.23662133037565297	ROKJOT_nonproc	high	shannon	metaphlan	ROKJOT_nonproc	low	negative
ROKJOT_nonprocmid	11.043250699929047	15.962713608786682	0.6918153749153455	0.48935969340372265	-20.31552439961662	42.402025799474714	ROKJOT_nonproc	mid	invsimpson	ko_hum	ROKJOT_nonproc	low	positive
ROKJOT_nonprochigh	6.012133951405601	16.12126789796688	0.3729318307627538	0.709349985506613	-25.65812128975792	37.68238919256912	ROKJOT_nonproc	high	invsimpson	ko_hum	ROKJOT_nonproc	low	positive
ROKJOT_nonprocmid	43.69656541493612	53.715474841833505	0.8134818791717228	0.4163113093762417	-61.82756639703557	149.22069722690782	ROKJOT_nonproc	mid	observed	ko_hum	ROKJOT_nonproc	low	positive
ROKJOT_nonprochigh	-50.48048005043821	54.249019396992075	-0.9305325812624216	0.35252389611278145	-157.05276095039423	56.0918008495178	ROKJOT_nonproc	high	observed	ko_hum	ROKJOT_nonproc	low	positive
ROKJOT_nonprocmid	0.025572092890704605	0.018953534592030134	1.3491991568399881	0.17785569053748826	-0.011662154567432241	0.06280634034884144	ROKJOT_nonproc	mid	shannon	ko_hum	ROKJOT_nonproc	low	positive
ROKJOT_nonprochigh	3.023609414279853e-4	0.019141796079289883	0.015795850095546637	0.987403271488653	-0.03730172649401916	0.03790644837687513	ROKJOT_nonproc	high	shannon	ko_hum	ROKJOT_nonproc	low	positive
ROKJOT_nonprocmid	1.9726876530373036	1.411800496019711	1.3972849978441726	0.16291924258903526	-0.8007965630636111	4.746171869138219	ROKJOT_nonproc	mid	invsimpson	mags	ROKJOT_nonproc	low	positive
ROKJOT_nonprochigh	0.9442488505898963	1.4258236144942191	0.6622480094950935	0.5081034394538788	-1.8567838030269508	3.7452815042067433	ROKJOT_nonproc	high	invsimpson	mags	ROKJOT_nonproc	low	positive
ROKJOT_nonprocmid	-0.3109817270213349	5.07919624460463	-0.06122656263806992	0.9512021205739638	-10.289070454575732	9.667107000533061	ROKJOT_nonproc	mid	observed	mags	ROKJOT_nonproc	low	positive
ROKJOT_nonprochigh	-6.944750504489144	5.129646836521955	-1.3538457374967903	0.1763692183147515	-17.02194949639756	3.132448487419272	ROKJOT_nonproc	high	observed	mags	ROKJOT_nonproc	low	positive
ROKJOT_nonprocmid	0.057562936515199385	0.03968844087912616	1.450370315390096	0.1475535816088877	-0.020405065798332796	0.13553093882873157	ROKJOT_nonproc	mid	shannon	mags	ROKJOT_nonproc	low	positive
ROKJOT_nonprochigh	0.010496036989164783	0.040082657845394117	0.2618598055460756	0.7935324305541579	-0.06824640515261925	0.0892384791309488	ROKJOT_nonproc	high	shannon	mags	ROKJOT_nonproc	low	positive
ROKJOT_nonprocmid	2.078351834345499	1.3551480900271549	1.5336713748412931	0.12571404067082784	-0.5838386442425896	4.740542312933588	ROKJOT_nonproc	mid	invsimpson	metaphlan	ROKJOT_nonproc	low	positive
ROKJOT_nonprochigh	0.9330986556819418	1.368608492024838	0.6817863991925367	0.4956752525125879	-1.755534803049728	3.6217321144136116	ROKJOT_nonproc	high	invsimpson	metaphlan	ROKJOT_nonproc	low	positive
ROKJOT_nonprocmid	2.4855715620041647	6.584691641377852	0.3774772908703827	0.7059717765504376	-10.45006515631451	15.421208280322839	ROKJOT_nonproc	mid	observed	metaphlan	ROKJOT_nonproc	low	positive
ROKJOT_nonprochigh	-6.135209526749839	6.650096003584461	-0.922574579892216	0.35665353943010647	-19.199333213840372	6.928914160340695	ROKJOT_nonproc	high	observed	metaphlan	ROKJOT_nonproc	low	positive
ROKJOT_nonprocmid	0.06107860143490443	0.039724736639763294	1.5375457863644222	0.1247633064091746	-0.016960703955459275	0.13911790682526814	ROKJOT_nonproc	mid	shannon	metaphlan	ROKJOT_nonproc	low	positive
ROKJOT_nonprochigh	0.005563370251309841	0.040119314124215634	0.13867062218672985	0.8897637089758035	-0.07325108320582581	0.0843778237084455	ROKJOT_nonproc	high	shannon	metaphlan	ROKJOT_nonproc	low	positive
GRSAK_modifiedmid	-12.473162073546195	12.512916413962829	-0.9968229356689162	0.31910781290797047	-37.029747714937514	12.083423567845124	GRSAK_modified	mid	invsimpson	ko_hum	GRSAK_modified	low	all
GRSAK_modifiedhigh	-16.58719579360042	12.65975300928009	-1.3102306009794473	0.19043893030433348	-41.431948102849844	8.257556515649007	GRSAK_modified	high	invsimpson	ko_hum	GRSAK_modified	low	all
GRSAK_modifiedmid	-38.07598929776083	42.04363151754929	-0.9056303635871145	0.36536433989967865	-120.58657307211716	44.43459447659551	GRSAK_modified	mid	observed	ko_hum	GRSAK_modified	low	all
GRSAK_modifiedhigh	-85.7728212059891	42.53700520459171	-2.016428302684794	0.04404011843402606	-169.25165033564463	-2.293992076333595	GRSAK_modified	high	observed	ko_hum	GRSAK_modified	low	all
GRSAK_modifiedmid	-0.009838992867179541	0.014903015968362002	-0.6602014577496926	0.5092868124658729	-0.039086146435130406	0.019408160700771327	GRSAK_modified	mid	shannon	ko_hum	GRSAK_modified	low	all
GRSAK_modifiedhigh	-0.011456766367668103	0.015077899908472974	-0.7598383353924516	0.4475423539152341	-0.04104712948889681	0.018133596753560598	GRSAK_modified	high	shannon	ko_hum	GRSAK_modified	low	all
GRSAK_modifiedmid	0.29987079380666865	1.0669755633637708	0.2810474804702081	0.7787360300085387	-1.7940676560479862	2.3938092436613236	GRSAK_modified	mid	invsimpson	mags	GRSAK_modified	low	all
GRSAK_modifiedhigh	1.1788637284790402	1.0794963102326804	1.0920497988779059	0.2750919187883075	-0.9396466742768157	3.2973741312348963	GRSAK_modified	high	invsimpson	mags	GRSAK_modified	low	all
GRSAK_modifiedmid	1.6161610249044789	3.948479270112316	0.40931227299023065	0.6824040546216875	-6.132725496991808	9.365047546800767	GRSAK_modified	mid	observed	mags	GRSAK_modified	low	all
GRSAK_modifiedhigh	4.425647010402243	3.9948138921559124	1.1078481075407045	0.2682117161297308	-3.4141711597791247	12.265465180583611	GRSAK_modified	high	observed	mags	GRSAK_modified	low	all
GRSAK_modifiedmid	0.008379073379838594	0.031414679281505355	0.26672477871743144	0.7897397611310659	-0.05327220252194092	0.07003034928161811	GRSAK_modified	mid	shannon	mags	GRSAK_modified	low	all
GRSAK_modifiedhigh	0.035688546125935576	0.03178332431964632	1.122870149359276	0.2617802733679553	-0.026686195285473724	0.09806328753734488	GRSAK_modified	high	shannon	mags	GRSAK_modified	low	all
GRSAK_modifiedmid	0.20432859040602036	1.0201381984645843	0.20029500974824438	0.8412933283498196	-1.7976915788245802	2.206348759636621	GRSAK_modified	mid	invsimpson	metaphlan	GRSAK_modified	low	all
GRSAK_modifiedhigh	1.416633231644561	1.0321093181348537	1.3725612265613378	0.1702172294625233	-0.6088802476730697	3.4421467109621915	GRSAK_modified	high	invsimpson	metaphlan	GRSAK_modified	low	all
GRSAK_modifiedmid	-0.7465824391758417	5.161984639061052	-0.14463089129061074	0.8850334081550314	-10.8769720042496	9.383807125897915	GRSAK_modified	mid	observed	metaphlan	GRSAK_modified	low	all
GRSAK_modifiedhigh	4.539607363125517	5.222559506214639	0.8692303759724642	0.3849437328042973	-5.709660316670808	14.788875042921843	GRSAK_modified	high	observed	metaphlan	GRSAK_modified	low	all
GRSAK_modifiedmid	0.0018843131573859086	0.031543871509329434	0.05973626784615208	0.9523784234798112	-0.06002050235912515	0.06378912867389697	GRSAK_modified	mid	shannon	metaphlan	GRSAK_modified	low	all
GRSAK_modifiedhigh	0.03694730143221868	0.03191403259267102	1.1577133452167854	0.2472760526295551	-0.02568395483107501	0.09957855769551237	GRSAK_modified	high	shannon	metaphlan	GRSAK_modified	low	all
GRSAK_modifiedmid	-18.10295691759462	20.077119254798323	-0.9016710359614023	0.3677675410970611	-57.571334745182924	21.365420909993684	GRSAK_modified	mid	invsimpson	ko_hum	GRSAK_modified	low	negative
GRSAK_modifiedhigh	-47.504411718284	20.058778747756545	-2.3682604168310637	0.018340686864130498	-86.9367350675237	-8.072088369044295	GRSAK_modified	high	invsimpson	ko_hum	GRSAK_modified	low	negative
GRSAK_modifiedmid	-66.633780097759	67.26190326424138	-0.990661531476224	0.3224423713969704	-198.85983194039628	65.59227174487827	GRSAK_modified	mid	observed	ko_hum	GRSAK_modified	low	negative
GRSAK_modifiedhigh	-126.28884499720529	67.20045931928068	-1.8792854435292734	0.06092334520330371	-258.39410795553357	5.81641796112298	GRSAK_modified	high	observed	ko_hum	GRSAK_modified	low	negative
GRSAK_modifiedmid	-0.022712926161084394	0.024127044917522364	-0.9413886465884199	0.3470668926028647	-0.0701428045506538	0.02471695222848502	GRSAK_modified	mid	shannon	ko_hum	GRSAK_modified	low	negative
GRSAK_modifiedhigh	-0.038204059348361	0.024105004791566482	-1.5849015454967799	0.11376918277203495	-0.08559061040557986	0.009182491708857862	GRSAK_modified	high	shannon	ko_hum	GRSAK_modified	low	negative
GRSAK_modifiedmid	-0.1489025462937524	1.6622878806578472	-0.08957687054472449	0.928667745805628	-3.4166923770656665	3.1188872844781614	GRSAK_modified	mid	invsimpson	mags	GRSAK_modified	low	negative
GRSAK_modifiedhigh	0.09135114525418016	1.6607693758268627	0.0550053165622098	0.9561613519687939	-3.1734535499690675	3.356155840477428	GRSAK_modified	high	invsimpson	mags	GRSAK_modified	low	negative
GRSAK_modifiedmid	-7.031086053313417	6.32802314247524	-1.1111030878062134	0.2671831624117763	-19.470958782028962	5.408786675402129	GRSAK_modified	mid	observed	mags	GRSAK_modified	low	negative
GRSAK_modifiedhigh	-1.5134261726129892	6.322242474863906	-0.23938122883298107	0.8109310805659179	-13.941935041280471	10.915082696054492	GRSAK_modified	high	observed	mags	GRSAK_modified	low	negative
GRSAK_modifiedmid	-0.0306731020599034	0.05124908612701223	-0.598510224824015	0.5498341159884352	-0.13142053842810222	0.07007433430829543	GRSAK_modified	mid	shannon	mags	GRSAK_modified	low	negative
GRSAK_modifiedhigh	-0.012351940731656633	0.05120226993724575	-0.24123814719143025	0.8094926308589794	-0.11300734402266435	0.08830346255935109	GRSAK_modified	high	shannon	mags	GRSAK_modified	low	negative
GRSAK_modifiedmid	-0.2640893354629734	1.5809593670696678	-0.16704372102394194	0.8674190180716034	-3.3720004275713578	2.8438217566454114	GRSAK_modified	mid	invsimpson	metaphlan	GRSAK_modified	low	negative
GRSAK_modifiedhigh	-0.16388534816151504	1.5795151560732332	-0.10375674303052816	0.9174137544244522	-3.2689573544156674	2.941186658092637	GRSAK_modified	high	invsimpson	metaphlan	GRSAK_modified	low	negative
GRSAK_modifiedmid	-10.941286328768964	8.338399516545755	-1.312156644336643	0.1902104863570287	-27.333234716372118	5.45066205883419	GRSAK_modified	mid	observed	metaphlan	GRSAK_modified	low	negative
GRSAK_modifiedhigh	-1.2394004228340951	8.330782364248678	-0.1487735927603808	0.881806337049118	-17.616374717739195	15.137573872071005	GRSAK_modified	high	observed	metaphlan	GRSAK_modified	low	negative
GRSAK_modifiedmid	-0.03527719320431139	0.05161572547632732	-0.6834582460822076	0.49470813806903313	-0.13674538339090328	0.06619099698228048	GRSAK_modified	mid	shannon	metaphlan	GRSAK_modified	low	negative
GRSAK_modifiedhigh	-0.012806449057895698	0.051568574360445055	-0.2483382412006081	0.8039985845029027	-0.11418194775657958	0.08856904964078818	GRSAK_modified	high	shannon	metaphlan	GRSAK_modified	low	negative
GRSAK_modifiedmid	-5.9896259670744785	15.908005746366836	-0.37651645734679373	0.7066853914013775	-37.240927387905735	25.261675453756776	GRSAK_modified	mid	invsimpson	ko_hum	GRSAK_modified	low	positive
GRSAK_modifiedhigh	9.457444616329116	16.13668538136217	0.5860834733291906	0.5580717788703778	-22.243098294352432	41.15798752701066	GRSAK_modified	high	invsimpson	ko_hum	GRSAK_modified	low	positive
GRSAK_modifiedmid	-7.7556285731236	53.668602703593514	-0.1445096049166248	0.8851536348884002	-113.18767999841883	97.67642285217163	GRSAK_modified	mid	observed	ko_hum	GRSAK_modified	low	positive
GRSAK_modifiedhigh	-48.35710979550593	54.44009579157976	-0.8882627609737842	0.3748069768036555	-155.30476056248813	58.59054097147628	GRSAK_modified	high	observed	ko_hum	GRSAK_modified	low	positive
GRSAK_modifiedmid	0.003184935009740228	0.018934870453413587	0.16820474254504586	0.8664871115101376	-0.034012646719771326	0.040382516739251785	GRSAK_modified	mid	shannon	ko_hum	GRSAK_modified	low	positive
GRSAK_modifiedhigh	0.01118872884430173	0.01920706165908747	0.5825320417507999	0.5604589382747671	-0.02654357292166421	0.04892103061026767	GRSAK_modified	high	shannon	ko_hum	GRSAK_modified	low	positive
GRSAK_modifiedmid	0.8416033210591424	1.4077077045497057	0.5978537435996718	0.5501958150468186	-1.9238405999902723	3.6070472421085573	GRSAK_modified	mid	invsimpson	mags	GRSAK_modified	low	positive
GRSAK_modifiedhigh	1.958178618453518	1.4279436844197826	1.3713276229441682	0.17085980160472128	-0.8470189157481975	4.763376152655233	GRSAK_modified	high	invsimpson	mags	GRSAK_modified	low	positive
GRSAK_modifiedmid	8.066438372941295	5.058401246991791	1.5946616290549054	0.11139086300878843	-1.8707985502571258	18.00367529613972	GRSAK_modified	mid	observed	mags	GRSAK_modified	low	positive
GRSAK_modifiedhigh	8.711495942219813	5.1311164175332795	1.6977778778224946	0.0901434179654254	-1.3685900438146703	18.791581928254296	GRSAK_modified	high	observed	mags	GRSAK_modified	low	positive
GRSAK_modifiedmid	0.043721921272922216	0.03954843927380182	1.1055283615676093	0.26943803622011614	-0.03397104767457095	0.12141489022041538	GRSAK_modified	mid	shannon	mags	GRSAK_modified	low	positive
GRSAK_modifiedhigh	0.06902711766247563	0.040116953190754215	1.7206470624589796	0.08590522528158483	-0.00978269773729358	0.14783693306224482	GRSAK_modified	high	shannon	mags	GRSAK_modified	low	positive
GRSAK_modifiedmid	0.7984061094461313	1.3493034956824992	0.5917172170685623	0.5542951581970819	-1.8523026546857606	3.449114873578023	GRSAK_modified	mid	invsimpson	metaphlan	GRSAK_modified	low	positive
GRSAK_modifiedhigh	2.594812931972402	1.368699907515018	1.895823122165244	0.05853335827774215	-0.09400011262840158	5.283625976573205	GRSAK_modified	high	invsimpson	metaphlan	GRSAK_modified	low	positive
GRSAK_modifiedmid	6.693762716370242	6.565276081522448	1.0195706369773865	0.3084026319432051	-6.20373210515952	19.591257537900002	GRSAK_modified	mid	observed	metaphlan	GRSAK_modified	low	positive
GRSAK_modifiedhigh	8.564502412442247	6.659652772221661	1.2860283719544625	0.1990011314345926	-4.518395561133476	21.64740038601797	GRSAK_modified	high	observed	metaphlan	GRSAK_modified	low	positive
GRSAK_modifiedmid	0.03595717966843745	0.03959605802004222	0.9080999843529148	0.3642428427770241	-0.04182933637828158	0.11374369571515648	GRSAK_modified	mid	shannon	metaphlan	GRSAK_modified	low	positive
GRSAK_modifiedhigh	0.07223449032303586	0.040165256462615415	1.798432194507945	0.07268394680206966	-0.0066702169275796724	0.1511391975736514	GRSAK_modified	high	shannon	metaphlan	GRSAK_modified	low	positive
FRUKTB_modifiedmid	0.7124411661360059	12.453596874973094	0.05720766243588121	0.9543919711886917	-23.72772994076807	25.152612273040084	FRUKTB_modified	mid	invsimpson	ko_hum	FRUKTB_modified	low	all
FRUKTB_modifiedhigh	9.753319610487495	12.57419925272517	0.7756612897933588	0.43814472323429166	-14.923533539183172	34.43017276015816	FRUKTB_modified	high	invsimpson	ko_hum	FRUKTB_modified	low	all
FRUKTB_modifiedmid	-26.266348102575844	41.86879782321442	-0.6273489918072666	0.5305833347822622	-108.43382093093848	55.90112472578679	FRUKTB_modified	mid	observed	ko_hum	FRUKTB_modified	low	all
FRUKTB_modifiedhigh	31.05180628012418	42.2742611300642	0.7345322058873563	0.46280821623228585	-51.91138787248447	114.01500043273283	FRUKTB_modified	high	observed	ko_hum	FRUKTB_modified	low	all
FRUKTB_modifiedmid	0.0019361798132307136	0.014805371920322158	0.13077549308795636	0.8959809812343545	-0.027119347410490213	0.030991707036951643	FRUKTB_modified	mid	shannon	ko_hum	FRUKTB_modified	low	all
FRUKTB_modifiedhigh	0.023227343857333167	0.014948749217260601	1.5537984830539315	0.12057016977664864	-0.006109561164721909	0.052564248879388244	FRUKTB_modified	high	shannon	ko_hum	FRUKTB_modified	low	all
FRUKTB_modifiedmid	1.7768083549825635	1.0600026020390265	1.6762301824209542	0.09402670352378516	-0.30344566541693063	3.857062375382058	FRUKTB_modified	mid	invsimpson	mags	FRUKTB_modified	low	all
FRUKTB_modifiedhigh	1.7147780574164666	1.0702678158172403	1.6021952936210533	0.1094494680817516	-0.38562143450480724	3.8151775493377404	FRUKTB_modified	high	invsimpson	mags	FRUKTB_modified	low	all
FRUKTB_modifiedmid	4.565127700536813	3.9102137612602013	1.167488014533902	0.24331034786255898	-3.108662799444885	12.238918200518512	FRUKTB_modified	mid	observed	mags	FRUKTB_modified	low	all
FRUKTB_modifiedhigh	12.075579483229816	3.9480808194170747	3.0585948048076554	0.002286979197339672	4.327474920414678	19.823684046044953	FRUKTB_modified	high	observed	mags	FRUKTB_modified	low	all
FRUKTB_modifiedmid	0.04060795773942312	0.031202521895000685	1.3014319123330025	0.19343054998153938	-0.02062695950872212	0.10184287498756836	FRUKTB_modified	mid	shannon	mags	FRUKTB_modified	low	all
FRUKTB_modifiedhigh	0.06273068360469139	0.031504691490674745	1.9911537182727026	0.0467540083320152	9.027588346454604e-4	0.12455860837473731	FRUKTB_modified	high	shannon	mags	FRUKTB_modified	low	all
FRUKTB_modifiedmid	1.3477332307250143	1.014432906909872	1.3285582728486494	0.18431721150493147	-0.6430903096752318	3.33855677112526	FRUKTB_modified	mid	invsimpson	metaphlan	FRUKTB_modified	low	all
FRUKTB_modifiedhigh	1.552334967876683	1.0242568173729725	1.5155720143099778	0.12996486733215715	-0.4577679867416018	3.5624379224949676	FRUKTB_modified	high	invsimpson	metaphlan	FRUKTB_modified	low	all
FRUKTB_modifiedmid	4.699628996273399	5.122020105603166	0.9175342734661079	0.3590988455113979	-5.352330212837803	14.7515882053846	FRUKTB_modified	mid	observed	metaphlan	FRUKTB_modified	low	all
FRUKTB_modifiedhigh	12.330942367307735	5.171622466256984	2.38434697191506	0.017307595539737788	2.1816385762370896	22.480246158378378	FRUKTB_modified	high	observed	metaphlan	FRUKTB_modified	low	all
FRUKTB_modifiedmid	0.027217734717827465	0.03135738027645665	0.8679849680638895	0.3856248060975662	-0.03432109194525381	0.08875656138090873	FRUKTB_modified	mid	shannon	metaphlan	FRUKTB_modified	low	all
FRUKTB_modifiedhigh	0.05321938187334656	0.03166104954240316	1.6809102238405158	0.09311362724239862	-0.008915395413008488	0.1153541591597016	FRUKTB_modified	high	shannon	metaphlan	FRUKTB_modified	low	all
FRUKTB_modifiedmid	16.771319463044286	19.707850148271625	0.8509969041202157	0.3952739301834888	-21.971134867677392	55.513773793765964	FRUKTB_modified	mid	invsimpson	ko_hum	FRUKTB_modified	low	negative
FRUKTB_modifiedhigh	13.878623097212524	20.70825173778077	0.6701977198727953	0.503113713501477	-26.83045938433962	54.58770557876467	FRUKTB_modified	high	invsimpson	ko_hum	FRUKTB_modified	low	negative
FRUKTB_modifiedmid	-65.25725735000212	65.77520548312414	-0.9921254805771013	0.32172868963450085	-194.56070117323696	64.04618647323274	FRUKTB_modified	mid	observed	ko_hum	FRUKTB_modified	low	negative
FRUKTB_modifiedhigh	15.304473888988777	69.11405876344395	0.22143792685322183	0.8248630679768724	-120.5626168950545	151.17156467303207	FRUKTB_modified	high	observed	ko_hum	FRUKTB_modified	low	negative
FRUKTB_modifiedmid	0.01871216721561183	0.023560761450589676	0.7942089331388524	0.42753892122958603	-0.02760448922479402	0.06502882365601767	FRUKTB_modified	mid	shannon	ko_hum	FRUKTB_modified	low	negative
FRUKTB_modifiedhigh	0.0337798509466583	0.024756742901021134	1.3644707254791983	0.17317712470891922	-0.014887912102288237	0.08244761399560484	FRUKTB_modified	high	shannon	ko_hum	FRUKTB_modified	low	negative
FRUKTB_modifiedmid	2.251912276971673	1.615413128459851	1.3940163276490554	0.16407701322166987	-0.9237293523154619	5.427553906258808	FRUKTB_modified	mid	invsimpson	mags	FRUKTB_modified	low	negative
FRUKTB_modifiedhigh	2.9147295620962073	1.697414049375464	1.7171588530026807	0.08671464503353585	-0.42211265019459265	6.251571774387007	FRUKTB_modified	high	invsimpson	mags	FRUKTB_modified	low	negative
FRUKTB_modifiedmid	4.441206845642386	6.149600976955527	0.722194311839902	0.47059179802547035	-7.647916686827514	16.530330378112286	FRUKTB_modified	mid	observed	mags	FRUKTB_modified	low	negative
FRUKTB_modifiedhigh	13.643605880821742	6.461764431919327	2.111436593606865	0.03534686336611263	0.9408193507815081	26.346392410861974	FRUKTB_modified	high	observed	mags	FRUKTB_modified	low	negative
FRUKTB_modifiedmid	0.05403937336864008	0.0498426670352366	1.0841990724620854	0.2789215369249472	-0.043943269933697585	0.15202201667097776	FRUKTB_modified	mid	shannon	mags	FRUKTB_modified	low	negative
FRUKTB_modifiedhigh	0.0900168244416073	0.05237275950865632	1.718771844105886	0.08642009313288919	-0.012939572535864863	0.19297322141907947	FRUKTB_modified	high	shannon	mags	FRUKTB_modified	low	negative
