term	Df	SumOfSqs	F	parOmegaSq	Pr(>F)	R2	test_var	ref_level	test_level	n	dataset
senter	1	0.5197147973333642	1.7248098027853382	0.0011365557551532	0.003	0.0026945174695083	BMI	low	mid	637	metaphlan
Total_Reads_QC_ATLAS	1	0.4419030691218495	1.4665711836820965	7.319147462364062e-4	0.016	0.00229109416489134	BMI	low	mid	637	metaphlan
BMI	1	0.7698351629260856	2.5384416584612715	0.0024633258032539	0.001	0.0040495600010562	BMI	low	high	623	metaphlan
kjonn	1	0.5349763813878781	1.7640222195699335	0.00122485778652522	0.002	0.00281413354430803	BMI	low	high	623	metaphlan
age_invitation	2	0.6940879267540652	1.1443369910583707	4.6314652289835146e-4	0.127	0.00365110719899548	BMI	low	high	623	metaphlan
senter	1	0.5935622232767344	1.957202199919801	0.001534083101445	0.001	0.00312231235110553	BMI	low	high	623	metaphlan
Total_Reads_QC_ATLAS	1	0.5077460447990632	1.67423336073392	0.00108106656435162	0.003	0.00267089394292865	BMI	low	high	623	metaphlan
Høyde	1	0.2933671335642032	0.979228261264628	-3.215542826552154e-5	0.486	0.00151015877345843	Høyde	low	mid	646	metaphlan
kjonn	1	0.47187298702954195	1.5750617971851326	8.893968096862904e-4	0.008	0.00242904896217608	Høyde	low	mid	646	metaphlan
age_invitation	2	0.8307706674750932	1.386512023923179	0.00119520143714152	0.006	0.00427653771905864	Høyde	low	mid	646	metaphlan
senter	1	0.6249758071955682	2.08610271224755	0.00167845161207322	0.001	0.00321717258156698	Høyde	low	mid	646	metaphlan
Total_Reads_QC_ATLAS	1	0.4710870124804387	1.572438297811614	8.853428694217687e-4	0.009	0.0024250030203331	Høyde	low	mid	646	metaphlan
Høyde	1	0.35142324889653764	1.1710131491464522	2.586519156850502e-4	0.151	0.00176489037437467	Høyde	low	high	661	metaphlan
kjonn	1	0.27736412881620254	0.9242332229446404	-1.1463761388486058e-4	0.661	0.00139295644975569	Høyde	low	high	661	metaphlan
age_invitation	2	0.7911986743932289	1.3182167858997926	9.619082920870028e-4	0.013	0.00397349614471785	Høyde	low	high	661	metaphlan
senter	1	0.6715624725239593	2.2377816159521804	0.00186908939706191	0.001	0.00337266856211251	Høyde	low	high	661	metaphlan
Total_Reads_QC_ATLAS	1	0.4078773184445197	1.3591294959479077	5.430173712452065e-4	0.047	0.00204840959017034	Høyde	low	high	661	metaphlan
PhysAct_Score	1	0.5144087354895248	1.7118809645706852	0.00104887063942209	0.003	0.00251184366333182	PhysAct_Score	low	mid	678	metaphlan
kjonn	1	0.6334431783258481	2.10801108982189	0.00163156828034434	0.001	0.00309308556365088	PhysAct_Score	low	mid	678	metaphlan
age_invitation	2	0.9702820822096214	1.614482134734747	0.00180935197719561	0.001	0.00473786063824003	PhysAct_Score	low	mid	678	metaphlan
senter	1	0.5508235837599216	1.833064531802489	0.0012272008765175	0.001	0.00268965636278403	PhysAct_Score	low	mid	678	metaphlan
Total_Reads_QC_ATLAS	1	0.436968744996193	1.4541714109101815	6.694209130819975e-4	0.03	0.00213370632625094	PhysAct_Score	low	mid	678	metaphlan
PhysAct_Score	1	0.9249871409658396	3.075145525965301	0.00284237251286004	0.001	0.00419747500055914	PhysAct_Score	low	high	728	metaphlan
kjonn	1	0.6754926629995168	2.245694181517346	0.00170819545656073	0.001	0.00306530052195212	PhysAct_Score	low	high	728	metaphlan
age_invitation	2	0.715718732299564	1.1897134349253853	5.209192569885251e-4	0.07	0.00324784135174291	PhysAct_Score	low	high	728	metaphlan
senter	1	0.5312819387638115	1.7662616101990136	0.00105145044517561	0.007	0.00241089044100781	PhysAct_Score	low	high	728	metaphlan
Total_Reads_QC_ATLAS	1	0.5148013314670834	1.7114713719900738	9.763416659964784e-4	0.003	0.00233610352337584	PhysAct_Score	low	high	728	metaphlan
Smoking	1	1.1582298621019618	3.8761682667927384	0.0028312193519608	0.001	0.0037997902974598	Smoking	Non smoker	Smoker	1013	metaphlan
kjonn	1	0.783710479290221	2.6227899915002	0.00159940226802297	0.001	0.00257110921818245	Smoking	Non smoker	Smoker	1013	metaphlan
age_invitation	2	0.9070778500159804	1.5178275456314412	0.00102132019329209	0.001	0.00297583901633853	Smoking	Non smoker	Smoker	1013	metaphlan
senter	1	0.7062141230025532	2.3634382627430304	0.00134413190707872	0.001	0.00231686788634875	Smoking	Non smoker	Smoker	1013	metaphlan
Total_Reads_QC_ATLAS	1	0.52297004908081135	1.750187916111275	7.400126037494295e-4	0.005	0.00171570133302641	Smoking	Non smoker	Smoker	1013	metaphlan
Smoking	1	0.2453801156469524	0.8185050283414893	-2.433500515673231e-4	0.838	0.00109369077590395	Smoking	Non smoker	Missing	746	metaphlan
kjonn	1	0.5888547429144353	1.964220151936286	0.00129085185866085	0.001	0.0026246014228774	Smoking	Non smoker	Missing	746	metaphlan
age_invitation	2	0.8511194754751727	1.4195232742454942	0.00112346368654482	0.005	0.00379354911079556	Smoking	Non smoker	Missing	746	metaphlan
senter	1	0.5629563607694195	1.877831913200169	0.00117533534360166	0.003	0.00250916899841969	Smoking	Non smoker	Missing	746	metaphlan
Total_Reads_QC_ATLAS	1	0.4963176752043239	1.6555478089104188	8.779788897760811e-4	0.01	0.00221215179501365	Smoking	Non smoker	Missing	746	metaphlan
Snus	1	0.29254100310174636	0.976202457279445	-2.4508883596044676e-5	0.527	0.00100156561785313	Snus	Non snuser	Snuser	971	metaphlan
kjonn	1	0.6923518758088107	2.310361950292224	0.00134767868529535	0.001	0.00237038851618707	Snus	Non snuser	Snuser	971	metaphlan
age_invitation	2	0.9203217954346314	1.5355461092041267	0.00110186613611136	0.001	0.00315088366381105	Snus	Non snuser	Snuser	971	metaphlan
senter	1	0.6964510433242594	2.324040776025891	0.00136172790191339	0.001	0.00238442273772102	Snus	Non snuser	Snuser	971	metaphlan
Total_Reads_QC_ATLAS	1	0.4965861262418798	1.6570962413757782	6.762635130413791e-4	0.002	0.00170015001341113	Snus	Non snuser	Snuser	971	metaphlan
Snus	1	0.2507195688801289	0.8365712898232117	-1.729703476165059e-4	0.831	8.821115010323123e-4	Snus	Non snuser	Missing	945	metaphlan
kjonn	1	0.7236494712294075	2.4145876376155933	0.00149468072036654	0.001	0.00254602990958638	Snus	Non snuser	Missing	945	metaphlan
age_invitation	2	0.9187751589910818	1.5328299327568238	0.00112641216220144	0.001	0.00323254438506279	Snus	Non snuser	Missing	945	metaphlan
senter	1	0.6460136718386025	2.1555417198082205	0.00122130206805935	0.001	0.00227288237730417	Snus	Non snuser	Missing	945	metaphlan
Total_Reads_QC_ATLAS	1	0.5597953326724223	1.8678586022724235	9.175262637160282e-4	0.001	0.00196953872958613	Snus	Non snuser	Missing	945	metaphlan
Utdanning	1	0.4101544280908911	1.3749604339672388	6.36200142759965e-4	0.035	0.00232524645193048	Utdanning	Primary school	High school	589	metaphlan
kjonn	1	0.5760491155187992	1.9310890913620795	0.001578301446693	0.002	0.00326573619656485	Utdanning	Primary school	High school	589	metaphlan
age_invitation	2	0.95210474520934	1.5958700723391928	0.0020192423302743	0.001	0.00539766982638449	Utdanning	Primary school	High school	589	metaphlan
senter	1	0.325825919607297	1.0922660274723317	1.5662406857677003e-4	0.281	0.00184717148377576	Utdanning	Primary school	High school	589	metaphlan
Total_Reads_QC_ATLAS	1	0.4898620521636019	1.6421642525280504	0.0010890745124072	0.004	0.00277712471380751	Utdanning	Primary school	High school	589	metaphlan
Utdanning	1	0.861969595120911	2.879928671866058	0.003047479070868	0.001	0.00464817527463815	Utdanning	Primary school	University/college	615	metaphlan
kjonn	1	0.6426063225756593	2.147013518323059	0.00186159064826652	0.001	0.00346525775019168	Utdanning	Primary school	University/college	615	metaphlan
age_invitation	2	0.8103967766303128	1.3538093024488238	0.00114927700017908	0.011	0.0043700685976645	Utdanning	Primary school	University/college	615	metaphlan
senter	1	0.4686014502081264	1.565645423888872	9.189034964733274e-4	0.009	0.00252693562144898	Utdanning	Primary school	University/college	615	metaphlan
Total_Reads_QC_ATLAS	1	0.43201045917115266	1.443391176388886	7.204418517540114e-4	0.017	0.00232961852259156	Utdanning	Primary school	University/college	615	metaphlan
Utdanning	1	0.3665934738061054	1.22196510199704	0.00109222987724597	0.114	0.00599021349640534	Utdanning	Primary school	Missing	203	metaphlan
kjonn	1	0.48817546870355955	1.6272340590610452	0.00308030535286414	0.002	0.00797688854327162	Utdanning	Primary school	Missing	203	metaphlan
age_invitation	2	0.8473645905583496	1.4122591266831612	0.00404523587462326	0.008	0.01384611339105098	Utdanning	Primary school	Missing	203	metaphlan
senter	1	0.3403669616639178	1.1345443351947226	6.623409899830209e-4	0.223	0.00556166684125985	Utdanning	Primary school	Missing	203	metaphlan
Total_Reads_QC_ATLAS	1	0.38245098855555426	1.2748229159320437	0.00135197715088258	0.082	0.00624932858071215	Utdanning	Primary school	Missing	203	metaphlan
Sivilstatus_cat2	1	0.4283466605293711	1.4300806674585134	4.2438119379213267e-4	0.017	0.00140524790571166	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	metaphlan
kjonn	1	0.7510259236292427	2.507379543510435	0.00148582412893703	0.001	0.00246383993051533	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	metaphlan
age_invitation	2	0.953284925657954	1.591321315635176	0.00116610419224097	0.001	0.00312737735289401	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	metaphlan
senter	1	0.7695403211988037	2.569191819579422	0.00154665825872866	0.001	0.00252457886187056	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	metaphlan
Total_Reads_QC_ATLAS	1	0.5221923500160415	1.7433944355484587	7.333161820130826e-4	0.003	0.0017131211092712	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	metaphlan
Sivilstatus_cat2	1	0.21180438795900616	0.711961559076392	-3.5441639172019293e-4	0.954	8.729313558490317e-4	Sivilstatus_cat2	Married/cohabiting	Missing	813	metaphlan
kjonn	1	0.6269772447989794	2.1075280876565117	0.00136041990700921	0.001	0.00258402624073488	Sivilstatus_cat2	Married/cohabiting	Missing	813	metaphlan
age_invitation	2	0.8251933229388158	1.3869068776154374	9.508953743055988e-4	0.005	0.00340095468829459	Sivilstatus_cat2	Married/cohabiting	Missing	813	metaphlan
senter	1	0.6313213913978757	2.122130548989868	0.00137833195645127	0.001	0.00260193022193717	Sivilstatus_cat2	Married/cohabiting	Missing	813	metaphlan
Total_Reads_QC_ATLAS	1	0.5184046675082641	1.7425710527918667	9.125380423825612e-4	0.001	0.00213655483555912	Sivilstatus_cat2	Married/cohabiting	Missing	813	metaphlan
Arbeid_lump	1	0.3180717117804761	1.065943855540557	7.425558428044374e-5	0.303	0.00119646129257205	Arbeid_lump	Employed	Retired	888	metaphlan
kjonn	1	0.5523015678213028	1.8509111021820548	9.573158912858832e-4	0.001	0.00207754233794018	Arbeid_lump	Employed	Retired	888	metaphlan
age_invitation	2	0.6596847170795286	1.1053904586935626	2.3730956875959132e-4	0.197	0.00248147571775179	Arbeid_lump	Employed	Retired	888	metaphlan
senter	1	0.6608977483543299	2.2148461114489137	0.00136620088695263	0.001	0.0024860386666505	Arbeid_lump	Employed	Retired	888	metaphlan
Total_Reads_QC_ATLAS	1	0.4902999670944155	1.6431270620404466	7.237180398465478e-4	0.007	0.00184431658223881	Arbeid_lump	Employed	Retired	888	metaphlan
Arbeid_lump	1	0.6972155901957251	2.3490555530408064	0.00299557762230483	0.001	0.00519936729037555	Arbeid_lump	Employed	Other	449	metaphlan
kjonn	1	0.5825066749386849	1.9625788044468824	0.00213924190541457	0.001	0.00434394496435658	Arbeid_lump	Employed	Other	449	metaphlan
age_invitation	2	0.523949111981608	0.8826434666110123	-5.230196577412672e-4	0.842	0.0039072618469328	Arbeid_lump	Employed	Other	449	metaphlan
senter	1	0.4472670251612101	1.5069299997322758	0.00112774679521087	0.013	0.00333541815958812	Arbeid_lump	Employed	Other	449	metaphlan
Total_Reads_QC_ATLAS	1	0.43368004007021455	1.4611527921857177	0.00102601256931972	0.016	0.00323409551728015	Arbeid_lump	Employed	Other	449	metaphlan
Nasj_cat2	1	0.666317892020686	2.2245136237188268	0.00123660200981869	0.001	0.00223671928298572	Nasj_cat2	Native	Non-native	989	metaphlan
kjonn	1	0.7587637980158775	2.5331458543793066	0.00154779863833521	0.001	0.00254704494442858	Nasj_cat2	Native	Non-native	989	metaphlan
age_invitation	2	0.930554111312631	1.553335369657347	0.00111772879834083	0.003	0.00312371669672947	Nasj_cat2	Native	Non-native	989	metaphlan
senter	1	0.8144246652809102	2.718970607131446	0.00173507387879938	0.001	0.00273388929696705	Nasj_cat2	Native	Non-native	989	metaphlan
Total_Reads_QC_ATLAS	1	0.5500028620855346	1.8361939165152048	8.447800976105051e-4	0.002	0.00184626890866358	Nasj_cat2	Native	Non-native	989	metaphlan
Nasj_cat2	1	0.23601536235526055	0.7920797696261536	-2.200698278763564e-4	0.913	8.349154407443029e-4	Nasj_cat2	Native	Missing	945	metaphlan
kjonn	1	0.7490065946605569	2.5137048920323393	0.0015992424454171	0.001	0.00264964604363377	Nasj_cat2	Native	Missing	945	metaphlan
age_invitation	2	0.8955041062080227	1.5026790609435838	0.00106274040971936	0.001	0.00316788787840674	Nasj_cat2	Native	Missing	945	metaphlan
senter	1	0.8278052712100816	2.7781573282862295	0.00187811401701958	0.001	0.00292840006669768	Nasj_cat2	Native	Missing	945	metaphlan
Total_Reads_QC_ATLAS	1	0.4704213025127615	1.5787582350706166	6.120677204624108e-4	0.006	0.00166413747479602	Nasj_cat2	Native	Missing	945	metaphlan
wcrf_index_main	1	0.5355541777550172	1.82071669237748	0.00121619960987595	0.001	0.00268979983143754	wcrf_index_main	low	mid	674	metaphlan
kjonn	1	0.5372599196074646	1.8265156811495524	0.00122478246177877	0.001	0.0026983668529225	wcrf_index_main	low	mid	674	metaphlan
age_invitation	2	0.8184052354078517	1.391160908764134	0.00115936916577939	0.004	0.00411040816351285	wcrf_index_main	low	mid	674	metaphlan
senter	1	0.5570150307899269	1.8936768801163084	0.00132417432661034	0.001	0.00279758612323304	wcrf_index_main	low	mid	674	metaphlan
Total_Reads_QC_ATLAS	1	0.368369088018369	1.2523396798478814	3.7425110006692543e-4	0.079	0.00185011928207169	wcrf_index_main	low	mid	674	metaphlan
wcrf_index_main	1	1.2773256931213837	4.267636511882974	0.00528514888846227	0.001	0.00687942445018061	wcrf_index_main	low	high	615	metaphlan
kjonn	1	0.6770049399740685	2.261921932767319	0.00204770388670061	0.001	0.00364621518382631	wcrf_index_main	low	high	615	metaphlan
age_invitation	2	0.7530877757020562	1.2580600646907267	8.385160233869503e-4	0.038	0.00405598234279354	wcrf_index_main	low	high	615	metaphlan
senter	1	0.3959772916876147	1.322988457041872	5.249088090334221e-4	0.055	0.00213265565456155	wcrf_index_main	low	high	615	metaphlan
Total_Reads_QC_ATLAS	1	0.479515790587385	1.6020965576402024	9.780612525640202e-4	0.005	0.00258257754602377	wcrf_index_main	low	high	615	metaphlan
Energi_kcal	1	0.2912086866602408	0.9668837664983704	-5.2568213274373546e-5	0.513	0.00153243292080431	Energi_kcal	low	mid	630	metaphlan
kjonn	1	0.468976482110861	1.557116144517864	8.835300248838649e-4	0.006	0.00246790371713112	Energi_kcal	low	mid	630	metaphlan
age_invitation	2	0.7141429669932222	1.1855642935376112	5.88746169113228e-4	0.082	0.00375804789799459	Energi_kcal	low	mid	630	metaphlan
senter	1	0.4368327290768548	1.4503910555126234	7.14395711228872e-4	0.022	0.00229875304407793	Energi_kcal	low	mid	630	metaphlan
Total_Reads_QC_ATLAS	1	0.43612780936035733	1.448050550363609	7.106859161075577e-4	0.023	0.0022950435318636	Energi_kcal	low	mid	630	metaphlan
Energi_kcal	1	0.4583839236304357	1.5285273811465383	8.382291334885953e-4	0.004	0.00241456597562172	Energi_kcal	low	high	630	metaphlan
kjonn	1	0.4578856422154445	1.526865811560288	8.355961341665457e-4	0.011	0.00241194124711599	Energi_kcal	low	high	630	metaphlan
age_invitation	2	0.9799977160402876	1.6339505654613111	0.00200849928952694	0.001	0.00516219923813394	Energi_kcal	low	high	630	metaphlan
senter	1	0.4940443604000677	1.647440700781137	0.00102662860260194	0.007	0.00260240955577569	Energi_kcal	low	high	630	metaphlan
Total_Reads_QC_ATLAS	1	0.44502800126008424	1.4839907122296572	7.676494873135706e-4	0.017	0.00234421281953134	Energi_kcal	low	high	630	metaphlan
ROKJOT_nonproc	1	0.42535310995017994	1.3989846578816711	6.329081543464107e-4	0.042	0.0022119632094683	ROKJOT_nonproc	low	mid	630	metaphlan
kjonn	1	0.5518026669464859	1.814876739297241	0.00129178427672689	0.001	0.00286953867179924	ROKJOT_nonproc	low	mid	630	metaphlan
age_invitation	2	0.882668718180895	1.4515469216526768	0.0014314303608878	0.006	0.00459014095604794	ROKJOT_nonproc	low	mid	630	metaphlan
senter	1	0.5750243072521926	1.89125262032074	0.00141268818773289	0.002	0.00299029813686051	ROKJOT_nonproc	low	mid	630	metaphlan
Total_Reads_QC_ATLAS	1	0.43516897908094165	1.4312690117431448	6.840856933051515e-4	0.023	0.00226300866059653	ROKJOT_nonproc	low	mid	630	metaphlan
ROKJOT_nonproc	1	0.5441698565429363	1.808947054299602	0.00128239629142414	0.001	0.00286060717467543	ROKJOT_nonproc	low	high	630	metaphlan
kjonn	1	0.5310393034183107	1.7652980445087747	0.00121328495223396	0.001	0.00279158211931058	ROKJOT_nonproc	low	high	630	metaphlan
age_invitation	2	0.7361322481138757	1.2235373255147135	7.091390681396942e-4	0.052	0.00386972039179527	ROKJOT_nonproc	low	high	630	metaphlan
senter	1	0.4778756545015028	1.5885697216376051	9.333656680415556e-4	0.01	0.00251210997712045	ROKJOT_nonproc	low	high	630	metaphlan
Total_Reads_QC_ATLAS	1	0.4640105168657555	1.542478782233165	8.60336615672356e-4	0.01	0.00243922333755049	ROKJOT_nonproc	low	high	630	metaphlan
GRSAK_modified	1	0.3376446558446844	1.130778303440414	2.075415262090841e-4	0.192	0.00179010444444242	GRSAK_modified	low	mid	630	metaphlan
kjonn	1	0.5722846196900946	1.916591955881228	0.00145279418479031	0.003	0.00303410471174323	GRSAK_modified	low	mid	630	metaphlan
age_invitation	2	0.8799494094034799	1.4734835618668451	0.00150086643264263	0.003	0.00466526367703638	GRSAK_modified	low	mid	630	metaphlan
senter	1	0.39557853510660834	1.3247999548112408	5.152898233331865e-4	0.042	0.00209725485525261	GRSAK_modified	low	mid	630	metaphlan
Total_Reads_QC_ATLAS	1	0.38349041873590295	1.2843166257111225	4.510926548723907e-4	0.067	0.00203316679561488	GRSAK_modified	low	mid	630	metaphlan
GRSAK_modified	1	0.5196700550663138	1.7447095343308785	0.00118068296582413	0.002	0.0027565628940133	GRSAK_modified	low	high	630	metaphlan
kjonn	1	0.5825112391762843	1.9556888124255472	0.00151466866750077	0.001	0.00308990070065544	GRSAK_modified	low	high	630	metaphlan
age_invitation	2	0.8332827827308051	1.3988071870320498	0.00126445369463796	0.007	0.00442010536628433	GRSAK_modified	low	high	630	metaphlan
senter	1	0.4887265803328376	1.6408217407847727	0.00101614376788341	0.003	0.00259242483481485	GRSAK_modified	low	high	630	metaphlan
Total_Reads_QC_ATLAS	1	0.44549265295884766	1.4956707078157028	7.861603669050512e-4	0.015	0.00236309270609252	GRSAK_modified	low	high	630	metaphlan
FRUKTB_modified	1	0.3884117247915242	1.3160285646192638	5.013811331102217e-4	0.048	0.00208140834044325	FRUKTB_modified	low	mid	630	metaphlan
kjonn	1	0.5811605801426367	1.969106170800904	0.00153590114210531	0.001	0.00311430474786769	FRUKTB_modified	low	mid	630	metaphlan
age_invitation	2	0.7902020175529856	1.3386934025712949	0.00107406230081288	0.015	0.00423450932345738	FRUKTB_modified	low	mid	630	metaphlan
senter	1	0.4878315231238446	1.652885786332246	0.00103525378389126	0.002	0.00261417597912653	FRUKTB_modified	low	mid	630	metaphlan
Total_Reads_QC_ATLAS	1	0.43509103115755465	1.474188827642432	7.521145766873965e-4	0.025	0.00233155191591979	FRUKTB_modified	low	mid	630	metaphlan
FRUKTB_modified	1	0.7557579195388087	2.521532760984418	0.00240931256030549	0.001	0.00397496932811617	FRUKTB_modified	low	high	630	metaphlan
kjonn	1	0.7065045283655706	2.3572023104233595	0.00214965839536911	0.001	0.00371591717112547	FRUKTB_modified	low	high	630	metaphlan
age_invitation	2	0.9322074631722046	1.5551220818547995	0.00175919211259325	0.003	0.00490301983975467	FRUKTB_modified	low	high	630	metaphlan
senter	1	0.5818428470421395	1.9412774416661096	0.00149186219909845	0.001	0.00306024907047967	FRUKTB_modified	low	high	630	metaphlan
Total_Reads_QC_ATLAS	1	0.3319231043878972	1.1074379245042834	1.7050731040117625e-4	0.266	0.0017457761607581	FRUKTB_modified	low	high	630	metaphlan
PROKJOT_red	1	0.37308668387535704	1.2337407747666305	3.7087950016653407e-4	0.086	0.00195066448696202	PROKJOT_red	low	mid	630	metaphlan
kjonn	1	0.5603633875754781	1.8530362776742573	0.00135219493070457	0.001	0.00292983107459928	PROKJOT_red	low	mid	630	metaphlan
age_invitation	2	0.8619629212312816	1.4251899735655926	0.00134798991038485	0.005	0.00450672868315406	PROKJOT_red	low	mid	630	metaphlan
senter	1	0.5572521452803585	1.842747873811122	0.00133590800029248	0.001	0.00291356410470268	PROKJOT_red	low	mid	630	metaphlan
Total_Reads_QC_ATLAS	1	0.46118120770265136	1.5250559322802495	8.327281007158608e-4	0.01	0.00241126216185288	PROKJOT_red	low	mid	630	metaphlan
PROKJOT_red	1	0.4629462523083703	1.54294062554319	8.610684388989505e-4	0.013	0.00244054882756638	PROKJOT_red	low	high	630	metaphlan
kjonn	1	0.3725647759920321	1.2417107291789842	3.835206795490083e-4	0.105	0.00196407795225918	PROKJOT_red	low	high	630	metaphlan
age_invitation	2	0.8444528740748183	1.4072266912950957	0.00129111401652717	0.006	0.00445176618556049	PROKJOT_red	low	high	630	metaphlan
senter	1	0.5511331157286463	1.8368561579228275	0.00132658095314794	0.001	0.0029054501958223	PROKJOT_red	low	high	630	metaphlan
Total_Reads_QC_ATLAS	1	0.38340494257985824	1.2778396174302964	4.408208570349564e-4	0.083	0.00202122487962845	PROKJOT_red	low	high	630	metaphlan
FISK_modified	1	0.2907922979063642	0.9619216377928932	-6.044549821060536e-5	0.526	0.00152232174637096	FISK_modified	low	mid	630	metaphlan
kjonn	1	0.6361262030394528	2.1042632954044724	0.00174973195338342	0.001	0.00333017332059866	FISK_modified	low	mid	630	metaphlan
age_invitation	2	0.7357214264551146	1.2168588449390614	6.879671529425977e-4	0.062	0.00385156255797508	FISK_modified	low	mid	630	metaphlan
senter	1	0.4106149048639054	1.3582868756587398	5.683860799777408e-4	0.047	0.00214960301066725	FISK_modified	low	mid	630	metaphlan
Total_Reads_QC_ATLAS	1	0.567870180445027	1.8784768990109877	0.00139246611063514	0.001	0.00297284739324641	FISK_modified	low	mid	630	metaphlan
FISK_modified	1	0.3773677047631452	1.2666396477568598	4.230584818924879e-4	0.073	0.00200181897225687	FISK_modified	low	high	630	metaphlan
kjonn	1	0.4883035520716703	1.6389972734489515	0.00101325366209771	0.01	0.00259029933515645	FISK_modified	low	high	630	metaphlan
age_invitation	2	0.9443619821049084	1.5848816860455834	0.00185332606213831	0.002	0.00500954826974992	FISK_modified	low	high	630	metaphlan
senter	1	0.6336130689859942	2.126730571759682	0.00178526834180979	0.001	0.00336112138520747	FISK_modified	low	high	630	metaphlan
Total_Reads_QC_ATLAS	1	0.3603704036854936	1.2095879838808348	3.3256870075768446e-4	0.108	0.00191165354648001	FISK_modified	low	high	630	metaphlan
MILK	1	0.3041061651820769	1.017204676962494	2.6673206292397376e-5	0.394	0.0015738357382663	MILK	low	mid	645	metaphlan
kjonn	1	0.4936766578824461	1.6512989962060582	0.0010087472869932	0.005	0.00255491685562531	MILK	low	mid	645	metaphlan
age_invitation	2	0.7276714645772984	1.2169940991117407	6.723974971243635e-4	0.052	0.0037659064096338	MILK	low	mid	645	metaphlan
senter	1	0.47727821936052806	1.596447861078989	9.238710390292204e-4	0.009	0.00247005028088124	MILK	low	mid	645	metaphlan
Total_Reads_QC_ATLAS	1	0.4629090122452339	1.548384301850689	8.494859799606765e-4	0.012	0.00239568555474995	MILK	low	mid	645	metaphlan
MILK	1	0.32676285119208615	1.1018129662164209	1.6552213644997478e-4	0.268	0.0017846252490955	MILK	low	high	615	metaphlan
kjonn	1	0.609489031615368	2.0551385059550085	0.00171273387722064	0.001	0.00332874288157116	MILK	low	high	615	metaphlan
age_invitation	2	0.7945363224397113	1.3395501033857835	0.0011030100039834	0.014	0.00433938428795218	MILK	low	high	615	metaphlan
senter	1	0.6214853369242519	2.095588895856427	0.00177827745499671	0.001	0.00339426106783985	MILK	low	high	615	metaphlan
Total_Reads_QC_ATLAS	1	0.410466370082446	1.3840531966920857	6.240870147626858e-4	0.038	0.0022417745630549	MILK	low	high	615	metaphlan
OST	1	0.4855187705059336	1.6297205354991222	9.98558290218855e-4	0.001	0.00257449326220624	OST	low	mid	630	metaphlan
kjonn	1	0.7074670038643092	2.374724880737872	0.00217735177948016	0.001	0.00375138747526475	OST	low	mid	630	metaphlan
age_invitation	2	0.7807895309282742	1.3104217692042706	9.84495746961031e-4	0.018	0.00414018470281047	OST	low	mid	630	metaphlan
senter	1	0.6021060391988442	2.0210641405436736	0.00161811419391264	0.001	0.00319270445390981	OST	low	mid	630	metaphlan
Total_Reads_QC_ATLAS	1	0.39527686444145615	1.326809306500481	5.184759741697224e-4	0.052	0.00209597998271027	OST	low	mid	630	metaphlan
OST	1	0.40863405608752146	1.3607087636403996	5.704161543269176e-4	0.042	0.00214464517946461	OST	low	high	632	metaphlan
kjonn	1	0.5174933756633209	1.723198937780451	0.00114299418607467	0.002	0.0027159744935295	OST	low	high	632	metaphlan
age_invitation	2	0.8129643583386326	1.3535432380625458	0.00111755738356468	0.008	0.00426670285115458	OST	low	high	632	metaphlan
senter	1	0.5000055672600752	1.6649663607432008	0.00105105608197062	0.003	0.00262419275524142	OST	low	high	632	metaphlan
Total_Reads_QC_ATLAS	1	0.5528271044090332	1.840856567241677	0.00132870145553305	0.002	0.00290141745869139	OST	low	high	632	metaphlan
SABR_S	1	0.30385761419819346	1.009149385430176	1.143660099038212e-5	0.435	0.00125751799566463	SABR_S	low	mid	800	metaphlan
kjonn	1	0.6554939217600975	2.1769778257587302	0.00146906096696989	0.001	0.00271276862630947	SABR_S	low	mid	800	metaphlan
age_invitation	2	0.8407149381301622	1.3960600680926851	9.891707426524878e-4	0.008	0.00347930778931602	SABR_S	low	mid	800	metaphlan
senter	1	0.6094311271222637	2.0239974865211336	0.0012783605606502	0.001	0.00252213725661176	SABR_S	low	mid	800	metaphlan
Total_Reads_QC_ATLAS	1	0.4358047834389822	1.4473625435896502	5.588906460608001e-4	0.016	0.00180358277088883	SABR_S	low	mid	800	metaphlan
SABR_S	1	0.3733806192232976	1.248949130513717	3.1383480657187405e-4	0.095	0.00156927186241604	SABR_S	low	high	793	metaphlan
kjonn	1	0.6429814078729521	2.1507572406139013	0.00144904129363594	0.001	0.00270237012711215	SABR_S	low	high	793	metaphlan
age_invitation	2	0.8928875206574105	1.4933435684093468	0.00124269984976293	0.002	0.00375269414193169	SABR_S	low	high	793	metaphlan
senter	1	0.5647624670291691	1.8891167774324875	0.00111995083273291	0.002	0.00237362573960358	SABR_S	low	high	793	metaphlan
Total_Reads_QC_ATLAS	1	0.42780127948714153	1.43098492139086	5.431914427107479e-4	0.019	0.0017979950646642	SABR_S	low	high	793	metaphlan
Ca	1	0.3610497896707727	1.2098185727270168	3.324070167372434e-4	0.13	0.001912689844286	Ca	low	mid	631	metaphlan
