term	estimate	std.error	statistic	p.value	conf.low	conf.high	index	dataset	site_coding
sum_lesion_diameter_proximal	-0.14397124726717278	0.14897294571363814	-0.9664254578406483	0.33438484014463177	-0.43679267251039433	0.1488501779760488	observed	metaphlan	lesion_loc_size_proximal
sum_lesion_diameter_proximal	-8.477749700991334e-6	4.422548487902878e-4	-0.01916937649000517	0.9847150470935704	-8.777744835685684e-4	8.608189841665859e-4	shannon	ko_hum	lesion_loc_size_proximal
sum_lesion_diameter_proximal	-2.1666160629680857e-4	9.111213397525645e-4	-0.23779665434644293	0.8121542250934599	-0.0020075629541744648	0.0015742397415808476	shannon	mags	lesion_loc_size_proximal
sum_lesion_diameter_proximal	-3.9644147672947245e-4	9.098656599872521e-4	-0.4357142973557513	0.6632668155090593	-0.0021848746587481097	0.0013919917052891647	shannon	metaphlan	lesion_loc_size_proximal
most_serious_distancefromanus_processed	0.5113180335400266	0.8032184398680745	0.6365865226201836	0.5249033679416603	-1.0696514041397438	2.0922874712197967	invsimpson	ko_hum	lesion_dist_distal
most_serious_distancefromanus_processed	-0.09639513970185515	0.06565355112757748	-1.468239539922842	0.14313810587975329	-0.22562058156906917	0.03283030216535887	invsimpson	mags	lesion_dist_distal
most_serious_distancefromanus_processed	-0.09650201500274233	0.06247434587374597	-1.5446662730613085	0.12353276300416714	-0.21946984861180419	0.026465818606319524	invsimpson	metaphlan	lesion_dist_distal
most_serious_distancefromanus_processed	3.350736883177233	2.5396167766575073	1.319386812205294	0.18809508890295204	-1.6479736892217112	8.349447455576177	observed	ko_hum	lesion_dist_distal
most_serious_distancefromanus_processed	-0.4559325721125429	0.22950764261817627	-1.98656814610336	0.04792441850229532	-0.9076709171048013	-0.004194227120284499	observed	mags	lesion_dist_distal
most_serious_distancefromanus_processed	-0.5926199480788567	0.2891075483443532	-2.04982523449368	0.041293242076404564	-1.1616683855251146	-0.023571510632598547	observed	metaphlan	lesion_dist_distal
most_serious_distancefromanus_processed	6.164109663116712e-4	9.164030095224361e-4	0.6726417961382521	0.5017182928091481	-0.0011873388964164498	0.0024201608290397923	shannon	ko_hum	lesion_dist_distal
most_serious_distancefromanus_processed	-0.002992278550893945	0.0017852750553625024	-1.6760882542473878	0.09481367703332418	-0.006506223401118941	5.216662993310509e-4	shannon	mags	lesion_dist_distal
most_serious_distancefromanus_processed	-0.002823376431107227	0.0017218806413293963	-1.6397050778893763	0.10216592352774116	-0.006212542483770728	5.65789621556274e-4	shannon	metaphlan	lesion_dist_distal
most_serious_distancefromanus_processed	0.20409985713394943	0.6258608800635412	0.32611058405380433	0.7446608630612502	-1.0295745069728033	1.437774221240702	invsimpson	ko_hum	lesion_dist_proximal
most_serious_distancefromanus_processed	-0.055426726780841824	0.054944836874052966	-1.0087704311124532	0.3142293231305785	-0.1637320049197546	0.05287855135807094	invsimpson	mags	lesion_dist_proximal
most_serious_distancefromanus_processed	-0.036555000101660844	0.052751725686858535	-0.6929631140155742	0.4890875697452485	-0.14053729667156611	0.06742729646824441	invsimpson	metaphlan	lesion_dist_proximal
most_serious_distancefromanus_processed	-0.8012490958294213	2.141501331283854	-0.37415297582330403	0.7086626978921031	-5.022499180731915	3.4200009890730723	observed	ko_hum	lesion_dist_proximal
most_serious_distancefromanus_processed	-0.22586978653627832	0.20389772915190268	-1.1077601868140796	0.2692147485310914	-0.6277856265688846	0.17604605349632801	observed	mags	lesion_dist_proximal
most_serious_distancefromanus_processed	-0.06545189084294317	0.2738174484785375	-0.23903477008724466	0.8113084576756991	-0.605190956494079	0.47428717480819255	observed	metaphlan	lesion_dist_proximal
most_serious_distancefromanus_processed	-7.258727853714146e-4	7.588349717022113e-4	-0.9565621148734669	0.33987273965487697	-0.002221660876618861	7.699153058760317e-4	shannon	ko_hum	lesion_dist_proximal
most_serious_distancefromanus_processed	-0.0012982901447839126	0.0016247583755849358	-0.7990665961740373	0.4251419249149504	-0.004500955177344127	0.0019043748877763023	shannon	mags	lesion_dist_proximal
most_serious_distancefromanus_processed	-9.411333579027745e-4	0.0016830563757358357	-0.559181125166594	0.5766255752046652	-0.004258713302955292	0.0023764465871497424	shannon	metaphlan	lesion_dist_proximal
