n_vars_requested	n_vars_actual	frac_samples	training_samples	auroc
32	32	0.2	116	0.5512119155053308
32	32	0.2	126	0.5757533447768917
32	32	0.2	141	0.55015503875969
32	32	0.2	116	0.5332270839370231
32	32	0.2	135	0.5687285223367697
32	32	0.2	128	0.551276198381407
32	32	0.2	150	0.5160473345628789
32	32	0.2	149	0.5340719878130867
32	32	0.2	123	0.5337616880022349
32	32	0.2	124	0.47481132153115563
32	32	0.2	131	0.5212812563186628
32	32	0.2	129	0.4898876962830451
32	32	0.2	125	0.5401938851603281
32	32	0.2	118	0.5272258835691671
32	32	0.2	140	0.5477462986024629
32	32	0.30000000000000004	201	0.5536260330578512
32	32	0.30000000000000004	182	0.5472415545824211
32	32	0.30000000000000004	189	0.5870262881594326
32	32	0.30000000000000004	214	0.5153745129323912
32	32	0.30000000000000004	206	0.5446080920941256
32	32	0.30000000000000004	200	0.5455356044766941
32	32	0.30000000000000004	193	0.5536641604010025
32	32	0.30000000000000004	187	0.548822748965326
32	32	0.30000000000000004	208	0.5274444538670285
32	32	0.30000000000000004	196	0.5463643790849673
32	32	0.30000000000000004	188	0.5286325514283711
32	32	0.30000000000000004	196	0.574175264037842
32	32	0.30000000000000004	197	0.5479942546424541
32	32	0.30000000000000004	190	0.5651590282995241
32	32	0.30000000000000004	200	0.5616696523801141
32	32	0.30000000000000004	197	0.525385610712892
32	32	0.30000000000000004	186	0.5795255930087391
32	32	0.30000000000000004	206	0.5435725056546871
32	32	0.30000000000000004	190	0.5403631284916202
32	32	0.30000000000000004	180	0.47443126768205246
32	32	0.30000000000000004	200	0.5344923418972332
32	32	0.30000000000000004	188	0.5355093435172201
32	32	0.30000000000000004	210	0.5297398161423632
32	32	0.30000000000000004	202	0.5707611894960668
32	32	0.30000000000000004	203	0.5588155844155844
32	32	0.4	248	0.5376581934220546
32	32	0.4	244	0.5465653582317073
32	32	0.4	261	0.568644494834971
32	32	0.4	267	0.5009034986543637
32	32	0.4	299	0.5884551129868988
32	32	0.4	269	0.5737715647006466
32	32	0.4	307	0.5690908007981179
32	32	0.4	274	0.595189607208934
32	32	0.4	263	0.54776313773556
32	32	0.4	264	0.5771066416607386
32	32	0.4	240	0.5196035632116099
32	32	0.4	258	0.5358523080042067
32	32	0.4	259	0.5822558905750799
32	32	0.4	261	0.5880103645191316
32	32	0.4	261	0.5524856961220598
32	32	0.4	269	0.519284509121586
32	32	0.4	272	0.5782578088334984
32	32	0.4	263	0.5650828813688794
32	32	0.4	291	0.5712403274643939
32	32	0.4	241	0.5394596136023384
32	32	0.4	268	0.5973290322580646
32	32	0.4	256	0.49376037840285814
32	32	0.4	276	0.5993148851897447
32	32	0.4	263	0.5500797571266852
32	32	0.4	261	0.5413664944123412
32	32	0.5	340	0.586187448728466
32	32	0.5	331	0.572349006492229
32	32	0.5	329	0.5633261353226018
32	32	0.5	326	0.5767935767935768
32	32	0.5	344	0.5850364963503649
32	32	0.5	334	0.5728903253897811
32	32	0.5	346	0.5627801120448179
32	32	0.5	308	0.5961818181818181
32	32	0.5	334	0.5673780082435846
32	32	0.5	320	0.5774036022323693
32	32	0.5	341	0.5953082157002133
32	32	0.5	329	0.5718118840862523
32	32	0.5	306	0.5575587606837606
32	32	0.5	316	0.5609201530452236
32	32	0.5	346	0.6039574460627092
32	32	0.5	315	0.5458841940532081
32	32	0.5	332	0.5700674216573529
32	32	0.5	339	0.5816938865968836
32	32	0.5	309	0.5675220675220676
32	32	0.5	335	0.6262673582064581
32	32	0.5	320	0.5691492706237424
32	32	0.5	342	0.5949201361612988
32	32	0.5	298	0.5971080278634235
32	32	0.5	311	0.5752417558951832
32	32	0.5	323	0.5454878592823912
32	32	0.6000000000000001	410	0.6063279940398585
32	32	0.6000000000000001	375	0.5489954736758517
32	32	0.6000000000000001	404	0.5973011363636364
32	32	0.6000000000000001	390	0.5642149390243902
32	32	0.6000000000000001	397	0.5722084475183784
32	32	0.6000000000000001	396	0.5658730158730159
32	32	0.6000000000000001	395	0.6107978142076502
32	32	0.6000000000000001	390	0.5144385702550709
32	32	0.6000000000000001	416	0.5896812403697997
32	32	0.6000000000000001	404	0.6033402452217814
32	32	0.6000000000000001	399	0.5703792203194832
32	32	0.6000000000000001	379	0.5679640838577785
32	32	0.6000000000000001	372	0.5719041674097853
32	32	0.6000000000000001	390	0.5081801315567549
32	32	0.6000000000000001	401	0.5447638146167558
32	32	0.6000000000000001	390	0.603973934408717
32	32	0.6000000000000001	392	0.5690957991803278
32	32	0.6000000000000001	402	0.5429740487891659
32	32	0.6000000000000001	392	0.5673388742134312
32	32	0.6000000000000001	401	0.5426757369614512
32	32	0.6000000000000001	407	0.562137049941928
32	32	0.6000000000000001	412	0.5953738007029543
32	32	0.6000000000000001	388	0.5815679082611354
32	32	0.6000000000000001	389	0.5486128625472888
32	32	0.6000000000000001	418	0.5803383170404447
32	32	0.7	458	0.5712622402674946
32	32	0.7	464	0.5767626008832039
32	32	0.7	455	0.6109814447426771
32	32	0.7	469	0.6083333333333333
32	32	0.7	458	0.5178269760825109
32	32	0.7	463	0.536353671903544
32	32	0.7	460	0.5789537235487668
32	32	0.7	446	0.6159474933668482
32	32	0.7	470	0.536302489313553
32	32	0.7	464	0.5894970414201184
32	32	0.7	445	0.6004657351962741
32	32	0.7	451	0.5733027314972232
32	32	0.7	480	0.5845228146414841
32	32	0.7	467	0.6147904940587867
32	32	0.7	475	0.5797385620915033
32	32	0.7	447	0.6076215797053285
32	32	0.7	462	0.5744538834951456
32	32	0.7	457	0.572203869749882
32	32	0.7	473	0.5536020583190394
32	32	0.7	459	0.5688103665486832
32	32	0.7	487	0.5582704138702461
32	32	0.7	485	0.5577357715224984
32	32	0.7	473	0.5741603572121918
32	32	0.7	456	0.5792702615434291
32	32	0.7	458	0.594764705882353
32	32	0.8	536	0.6128139116918444
32	32	0.8	501	0.5934869125975815
32	32	0.8	547	0.5002113271344041
32	32	0.8	527	0.6149343104835105
32	32	0.8	542	0.5418724125891565
32	32	0.8	546	0.5731719983381803
32	32	0.8	526	0.5563216291493539
32	32	0.8	516	0.6035353535353535
32	32	0.8	544	0.5797166968053044
32	32	0.8	540	0.5772946859903382
32	32	0.8	540	0.5525260625501203
32	32	0.8	555	0.5143643368189323
32	32	0.8	528	0.5786700581395349
32	32	0.8	527	0.5812996727442731
32	32	0.8	521	0.5507430997876858
32	32	0.8	547	0.6175940646528881
32	32	0.8	528	0.6026432123779701
32	32	0.8	528	0.5752744026378789
32	32	0.8	514	0.5805503827850197
32	32	0.8	529	0.5702962224839206
32	32	0.8	533	0.5373353548753909
32	32	0.8	512	0.5385359951603146
32	32	0.8	559	0.5539165237278445
32	32	0.8	505	0.598286530223703
32	32	0.8	521	0.5215993046501521
32	32	0.9000000000000001	590	0.588142969251623
32	32	0.9000000000000001	597	0.5432870370370371
32	32	0.9000000000000001	597	0.5612612612612613
32	32	0.9000000000000001	597	0.5430926216640503
32	32	0.9000000000000001	591	0.5620699751134534
32	32	0.9000000000000001	609	0.5985690235690236
32	32	0.9000000000000001	585	0.6184569247546347
32	32	0.9000000000000001	597	0.6054783950617284
32	32	0.9000000000000001	594	0.5567762811347731
32	32	0.9000000000000001	606	0.6017213114754099
32	32	0.9000000000000001	598	0.6402218471183988
32	32	0.9000000000000001	594	0.5834818775995246
32	32	0.9000000000000001	592	0.6062709966405375
32	32	0.9000000000000001	583	0.6028525512253917
32	32	0.9000000000000001	593	0.583956043956044
32	32	0.9000000000000001	599	0.6011783189316575
32	32	0.9000000000000001	609	0.4979862393018963
32	32	0.9000000000000001	591	0.6110711718188353
32	32	0.9000000000000001	597	0.5964805825242718
32	32	0.9000000000000001	587	0.5961538461538461
32	32	0.9000000000000001	603	0.5886586523252135
32	32	0.9000000000000001	594	0.5887739149854835
32	32	0.9000000000000001	590	0.6113960113960114
32	32	0.9000000000000001	613	0.5471546170365068
32	32	0.9000000000000001	606	0.583688524590164
32	32	1	666	0.5035076530612245
32	32	1	661	0.6238012205754141
32	32	1	661	0.6128800917957544
32	32	1	669	0.5570424891267982
32	32	1	655	0.5956815114709851
32	32	1	653	0.5704
32	32	1	669	0.5422535211267606
32	32	1	660	0.6009200690051754
32	32	1	663	0.5927635497319833
32	32	1	667	0.6313115274690377
32	32	1	668	0.5850094280326839
32	32	1	665	0.5716728855721394
32	32	1	659	0.5565656565656566
32	32	1	659	0.5564213564213564
32	32	1	661	0.5870253164556962
32	32	1	657	0.6326333241226858
32	32	1	671	0.596849087893864
32	32	1	665	0.5647548566142461
32	32	1	671	0.6177755376344086
32	32	1	648	0.4647869829834803
32	32	1	651	0.5437740693196406
32	32	1	672	0.5684377199155525
32	32	1	672	0.5783730158730158
32	32	1	654	0.609375
32	32	1	663	0.521203007518797
64	64	0.2	126	0.5405380794701987
64	64	0.2	119	0.5264482200647249
64	64	0.2	146	0.5512456665822542
64	64	0.2	125	0.5602605863192183
64	64	0.2	163	0.5640256840784545
64	64	0.2	144	0.5355224140938427
64	64	0.2	153	0.5623172644940455
64	64	0.2	142	0.5642149110298756
64	64	0.2	127	0.5491432453930797
64	64	0.2	128	0.5223062744476601
64	64	0.2	120	0.5407450665498698
64	64	0.2	138	0.5570275358705651
64	64	0.2	119	0.5510918929365156
64	64	0.2	134	0.5795622771011372
64	64	0.2	130	0.5563212767393212
64	64	0.2	124	0.5458469243188033
64	64	0.2	126	0.5757965035368133
64	64	0.2	148	0.5336694115990991
64	64	0.2	140	0.5747875964980377
64	64	0.2	118	0.5519928909759418
64	64	0.2	125	0.562630394427743
64	64	0.2	133	0.5161107636130036
64	64	0.2	141	0.532737530408378
64	64	0.2	136	0.575953629118186
64	64	0.2	117	0.5326200627463599
64	64	0.30000000000000004	214	0.5954693611473273
64	64	0.30000000000000004	205	0.5418646328248728
64	64	0.30000000000000004	207	0.5907661915585105
64	64	0.30000000000000004	195	0.5746192790191733
64	64	0.30000000000000004	191	0.5631072813787037
64	64	0.30000000000000004	205	0.5533993886370824
64	64	0.30000000000000004	201	0.5398092495199933
64	64	0.30000000000000004	180	0.5220881603614863
64	64	0.30000000000000004	212	0.5697851772287863
64	64	0.30000000000000004	197	0.5639213526688287
64	64	0.30000000000000004	203	0.5479190968171971
64	64	0.30000000000000004	197	0.5725224396327874
64	64	0.30000000000000004	186	0.5359700374531835
64	64	0.30000000000000004	228	0.5316008479233728
64	64	0.30000000000000004	203	0.5884125290314481
64	64	0.30000000000000004	216	0.5186892572023603
64	64	0.30000000000000004	195	0.5605595429315007
64	64	0.30000000000000004	184	0.5578778763136305
64	64	0.30000000000000004	173	0.5754180444024563
64	64	0.30000000000000004	187	0.6082793718687499
64	64	0.30000000000000004	200	0.5649383480369395
64	64	0.30000000000000004	209	0.5727542925567174
64	64	0.30000000000000004	203	0.5747326849148163
64	64	0.30000000000000004	195	0.5471911026167579
64	64	0.30000000000000004	203	0.5749562572904516
64	64	0.4	277	0.557137085914355
64	64	0.4	253	0.561636923076923
64	64	0.4	282	0.5941709934233298
64	64	0.4	283	0.5459318659138641
64	64	0.4	267	0.5478057450534515
64	64	0.4	285	0.5329699510831586
64	64	0.4	260	0.5527824067060546
64	64	0.4	254	0.562376968503937
64	64	0.4	275	0.5510999204876756
64	64	0.4	272	0.57036158861885
64	64	0.4	289	0.5863501901676292
64	64	0.4	263	0.5957653061224489
64	64	0.4	278	0.5587367178276269
64	64	0.4	273	0.5385630924405249
64	64	0.4	258	0.562753036437247
64	64	0.4	270	0.6119723128750395
64	64	0.4	277	0.5344151983569344
64	64	0.4	252	0.5865713052592638
64	64	0.4	255	0.5375550085776087
64	64	0.4	249	0.5481779323335506
64	64	0.4	254	0.5783676439751828
64	64	0.4	254	0.5729418551841805
64	64	0.4	288	0.5892769582089971
64	64	0.4	265	0.5578832304526748
64	64	0.4	268	0.5475351882160393
64	64	0.5	338	0.5686756555825899
64	64	0.5	329	0.5663335743869568
64	64	0.5	333	0.5676315702315107
64	64	0.5	319	0.5436417646315257
64	64	0.5	318	0.5782172929496041
64	64	0.5	313	0.5996989987099944
64	64	0.5	340	0.6041656057442583
64	64	0.5	335	0.6100399600399601
64	64	0.5	333	0.5520659502035912
64	64	0.5	329	0.570186619603229
64	64	0.5	326	0.541914330016798
64	64	0.5	336	0.577693024832613
64	64	0.5	328	0.5800328407224958
64	64	0.5	324	0.6031599841206828
64	64	0.5	339	0.6075427025198714
64	64	0.5	337	0.5572164258962011
64	64	0.5	352	0.5362168081029292
64	64	0.5	332	0.5634858892659108
64	64	0.5	339	0.5629845289278581
64	64	0.5	336	0.5475579690831557
64	64	0.5	332	0.569328809070595
64	64	0.5	344	0.5375350140056022
64	64	0.5	375	0.6028370197443913
64	64	0.5	323	0.573969409585848
64	64	0.5	325	0.533656330749354
64	64	0.6000000000000001	390	0.5864680851063829
64	64	0.6000000000000001	396	0.5991397101953032
64	64	0.6000000000000001	389	0.5558569030091696
64	64	0.6000000000000001	378	0.5800715299006973
64	64	0.6000000000000001	397	0.5777629233511586
64	64	0.6000000000000001	395	0.5971864813861726
64	64	0.6000000000000001	373	0.5847793655778895
64	64	0.6000000000000001	409	0.6084706959706959
64	64	0.6000000000000001	381	0.547543744352255
64	64	0.6000000000000001	368	0.5786923076923077
64	64	0.6000000000000001	398	0.6088362068965517
64	64	0.6000000000000001	378	0.5925992961287079
64	64	0.6000000000000001	391	0.5848480969448712
64	64	0.6000000000000001	395	0.577380175003265
64	64	0.6000000000000001	381	0.608798831690398
64	64	0.6000000000000001	424	0.5639075390828234
64	64	0.6000000000000001	383	0.5561006391727394
64	64	0.6000000000000001	411	0.5706139738397803
64	64	0.6000000000000001	389	0.5981064590784767
64	64	0.6000000000000001	392	0.5898010587431693
64	64	0.6000000000000001	404	0.6098965362123256
64	64	0.6000000000000001	398	0.5801169333567786
64	64	0.6000000000000001	398	0.5746410847217299
64	64	0.6000000000000001	401	0.5823797080555055
64	64	0.6000000000000001	392	0.6011757689358439
64	64	0.7	449	0.564625466049034
64	64	0.7	458	0.5316875905359729
64	64	0.7	447	0.5138123085491506
64	64	0.7	447	0.6000341219290264
64	64	0.7	443	0.5512820512820513
64	64	0.7	487	0.5914763113367174
64	64	0.7	446	0.5647137261438453
64	64	0.7	467	0.6116132227312121
64	64	0.7	467	0.5755630001861157
64	64	0.7	473	0.5689429618001046
64	64	0.7	472	0.5554706163401816
64	64	0.7	462	0.5943476155894457
64	64	0.7	478	0.6006580714477572
64	64	0.7	473	0.6222307104660045
64	64	0.7	464	0.5978030093233638
64	64	0.7	447	0.5737870054283956
64	64	0.7	472	0.5930630512044228
64	64	0.7	467	0.5873749525136127
64	64	0.7	453	0.5609422315397158
64	64	0.7	495	0.6132897603485838
64	64	0.7	448	0.5809473064303542
64	64	0.7	439	0.5844764762619227
64	64	0.7	475	0.5995733953849137
64	64	0.7	465	0.5813953488372093
64	64	0.7	463	0.6221764017972549
64	64	0.8	531	0.5719879792368637
64	64	0.8	509	0.5877759183998725
64	64	0.8	533	0.6043709722611376
64	64	0.8	526	0.6021963540522732
64	64	0.8	541	0.5576520959872548
64	64	0.8	516	0.5349667774086379
64	64	0.8	541	0.5840039741679086
64	64	0.8	533	0.6004933904300875
64	64	0.8	542	0.6024011299435028
64	64	0.8	532	0.6155764966740577
64	64	0.8	530	0.6274801587301587
64	64	0.8	500	0.5450038138825324
64	64	0.8	532	0.543766081871345
64	64	0.8	526	0.5847199540980712
64	64	0.8	537	0.536096256684492
64	64	0.8	533	0.6040442616529573
64	64	0.8	551	0.5657712397398998
64	64	0.8	537	0.5782130912565695
64	64	0.8	526	0.5748285777482858
64	64	0.8	519	0.612205754141238
64	64	0.8	526	0.6241055456171736
64	64	0.8	540	0.5739807604214384
64	64	0.8	532	0.6007547873083912
64	64	0.8	528	0.5881908318883109
64	64	0.8	540	0.5803471580687509
64	64	0.9000000000000001	605	0.6269644334160464
64	64	0.9000000000000001	598	0.5969932844932845
64	64	0.9000000000000001	580	0.6044795783926219
64	64	0.9000000000000001	606	0.5372371134020618
64	64	0.9000000000000001	595	0.5784313725490196
64	64	0.9000000000000001	615	0.5947666195190948
64	64	0.9000000000000001	598	0.6262626262626263
64	64	0.9000000000000001	582	0.5730090015804301
64	64	0.9000000000000001	606	0.6097056878306878
64	64	0.9000000000000001	583	0.582
64	64	0.9000000000000001	593	0.6136363636363636
64	64	0.9000000000000001	604	0.5752902155887231
64	64	0.9000000000000001	580	0.5803146970204218
64	64	0.9000000000000001	583	0.6499390491670053
64	64	0.9000000000000001	613	0.5631578947368421
64	64	0.9000000000000001	595	0.6380740740740741
64	64	0.9000000000000001	584	0.5858516483516484
64	64	0.9000000000000001	589	0.594461142121082
64	64	0.9000000000000001	596	0.5965424510180561
64	64	0.9000000000000001	613	0.6372584108804581
64	64	0.9000000000000001	591	0.5939866045428073
64	64	0.9000000000000001	568	0.5933669790915646
64	64	0.9000000000000001	605	0.6457023060796646
64	64	0.9000000000000001	602	0.6024934068568688
64	64	0.9000000000000001	603	0.6403423772609819
64	64	1	669	0.6046548956661316
64	64	1	658	0.6020408163265306
64	64	1	662	0.5919870378553542
64	64	1	664	0.5903890160183066
64	64	1	659	0.52645727221279
64	64	1	659	0.5763413242009132
64	64	1	659	0.5841134751773049
64	64	1	661	0.5080213903743316
64	64	1	664	0.5916821273964131
64	64	1	669	0.6316872427983539
64	64	1	654	0.5488095238095239
64	64	1	646	0.5272435897435898
64	64	1	674	0.6939772110689093
64	64	1	674	0.6195578231292517
64	64	1	664	0.6023019839466909
64	64	1	678	0.6092324208266237
64	64	1	662	0.582983193277311
64	64	1	644	0.5673394495412845
64	64	1	659	0.5426160337552742
64	64	1	669	0.6028985507246377
64	64	1	669	0.6448734587929915
64	64	1	662	0.6462765957446809
64	64	1	646	0.5661618669314796
64	64	1	668	0.6123721227621484
64	64	1	667	0.5541125541125541
128	128	0.2	143	0.581637660585029
128	128	0.2	127	0.5796982915303526
128	128	0.2	132	0.5325199824626489
128	128	0.2	151	0.5413491767464166
128	128	0.2	135	0.5278581704324279
128	128	0.2	139	0.5457006920415225
128	128	0.2	121	0.5014118792599805
128	128	0.2	132	0.5349304572820981
128	128	0.2	126	0.5322348213476947
128	128	0.2	133	0.5538766994211872
128	128	0.2	144	0.4853229476632242
128	128	0.2	136	0.5975801542207793
128	128	0.2	133	0.5918180597065046
128	128	0.2	131	0.5345424013434089
128	128	0.2	133	0.5558236808236808
128	128	0.2	146	0.5566131427918545
128	128	0.2	137	0.550470867729751
128	128	0.2	116	0.5334114036504604
128	128	0.2	132	0.5473653198653199
128	128	0.2	126	0.5242192636423406
128	128	0.2	135	0.5540540540540541
128	128	0.2	122	0.5577631150211796
128	128	0.2	138	0.549367088607595
128	128	0.2	124	0.50939866588994
128	128	0.2	138	0.5348791561411893
128	128	0.30000000000000004	182	0.5370659993744135
128	128	0.30000000000000004	192	0.563210883806921
128	128	0.30000000000000004	201	0.5660139368499411
128	128	0.30000000000000004	173	0.5410415834806913
128	128	0.30000000000000004	189	0.5893954154158134
128	128	0.30000000000000004	198	0.5317117503497432
128	128	0.30000000000000004	191	0.5383925150726917
128	128	0.30000000000000004	211	0.5799970138429708
128	128	0.30000000000000004	180	0.5573534386931516
128	128	0.30000000000000004	180	0.5521253881987578
128	128	0.30000000000000004	191	0.5695057770249834
128	128	0.30000000000000004	195	0.5643310024260464
128	128	0.30000000000000004	189	0.5613500597371565
128	128	0.30000000000000004	212	0.5677645064013822
128	128	0.30000000000000004	195	0.5683760683760684
128	128	0.30000000000000004	205	0.5633067059070843
128	128	0.30000000000000004	182	0.5393351907747078
128	128	0.30000000000000004	206	0.5935282429747375
128	128	0.30000000000000004	198	0.5472531066056245
128	128	0.30000000000000004	201	0.5476795078244353
128	128	0.30000000000000004	190	0.5582342449464923
128	128	0.30000000000000004	190	0.5716480446927374
128	128	0.30000000000000004	198	0.5993371707657422
128	128	0.30000000000000004	194	0.5875476544408377
128	128	0.30000000000000004	201	0.5734362054681027
128	128	0.4	266	0.5708809303282906
128	128	0.4	239	0.5975464978235061
128	128	0.4	284	0.5782150829190803
128	128	0.4	253	0.565611906849849
128	128	0.4	270	0.556944426227358
128	128	0.4	262	0.5546709129511678
128	128	0.4	257	0.575830573120546
128	128	0.4	262	0.5280086005185607
128	128	0.4	276	0.5725582534843205
128	128	0.4	254	0.5806296296296296
128	128	0.4	265	0.5707286113226707
128	128	0.4	268	0.5279870265745972
128	128	0.4	234	0.5818244209322276
128	128	0.4	259	0.5636817784438616
128	128	0.4	269	0.5944962029280514
128	128	0.4	283	0.5600506921427179
128	128	0.4	290	0.5746778711484594
128	128	0.4	257	0.5730521889685877
128	128	0.4	244	0.5178343264511661
128	128	0.4	265	0.5587462608921836
128	128	0.4	252	0.5851691581431944
128	128	0.4	265	0.6009773662551441
128	128	0.4	253	0.5754336822448277
128	128	0.4	272	0.590550561060437
128	128	0.4	264	0.549656050955414
128	128	0.5	332	0.5720691864189622
128	128	0.5	326	0.577561700478098
128	128	0.5	344	0.5813019487322764
128	128	0.5	329	0.5567239336492891
128	128	0.5	328	0.5778439720904631
128	128	0.5	341	0.5810653520933895
128	128	0.5	319	0.5660729405124024
128	128	0.5	343	0.5937885643767997
128	128	0.5	334	0.5642510114603965
128	128	0.5	328	0.6037634670696631
128	128	0.5	344	0.5978613875069099
128	128	0.5	318	0.6077292245516545
128	128	0.5	325	0.5670542635658915
128	128	0.5	349	0.5727895259721828
128	128	0.5	339	0.5639602206934132
128	128	0.5	336	0.6102619363395225
128	128	0.5	323	0.6117137691502522
128	128	0.5	320	0.5948863636363636
128	128	0.5	328	0.5600804424333836
128	128	0.5	340	0.6074957062934685
128	128	0.5	332	0.6116933169331693
128	128	0.5	339	0.5617300848617575
128	128	0.5	314	0.5768704344482891
128	128	0.5	308	0.5655722836930891
128	128	0.5	336	0.6077583338878169
128	128	0.6000000000000001	412	0.5934727277052261
128	128	0.6000000000000001	415	0.5985532158716517
128	128	0.6000000000000001	405	0.6145381489429707
128	128	0.6000000000000001	391	0.5866928522099447
128	128	0.6000000000000001	389	0.5841076711529647
128	128	0.6000000000000001	414	0.5813054140728164
128	128	0.6000000000000001	400	0.6031500302887528
128	128	0.6000000000000001	396	0.5808565767413504
128	128	0.6000000000000001	378	0.5910209227140563
128	128	0.6000000000000001	393	0.5775641025641025
128	128	0.6000000000000001	392	0.5686078214194428
128	128	0.6000000000000001	424	0.5813111326812515
128	128	0.6000000000000001	395	0.6048910626945309
128	128	0.6000000000000001	413	0.5555110125925576
128	128	0.6000000000000001	409	0.5839385474860336
128	128	0.6000000000000001	408	0.5618871545248181
128	128	0.6000000000000001	391	0.578185080748526
128	128	0.6000000000000001	422	0.6148323588187403
128	128	0.6000000000000001	397	0.5510421189752497
128	128	0.6000000000000001	391	0.5446147965684193
128	128	0.6000000000000001	383	0.5604649262573028
128	128	0.6000000000000001	379	0.6253212851405623
128	128	0.6000000000000001	401	0.5742684833593925
128	128	0.6000000000000001	407	0.606348985829397
128	128	0.6000000000000001	376	0.6098412698412699
128	128	0.7	474	0.5677610955287906
128	128	0.7	454	0.580968035457454
128	128	0.7	463	0.5495031284504969
128	128	0.7	470	0.5905665731311284
128	128	0.7	477	0.5953857198799112
128	128	0.7	473	0.6117448794399792
128	128	0.7	474	0.5402061855670103
128	128	0.7	470	0.578891123962786
128	128	0.7	469	0.5656669150521609
128	128	0.7	461	0.6023788015657934
128	128	0.7	463	0.583890998975101
128	128	0.7	465	0.5958830923947203
128	128	0.7	442	0.5993472052223582
128	128	0.7	459	0.6148599927893282
128	128	0.7	473	0.4980446742228408
128	128	0.7	507	0.5422879589546256
128	128	0.7	468	0.585047619047619
128	128	0.7	468	0.6100316029913326
128	128	0.7	498	0.5843198063613327
128	128	0.7	462	0.6235604018622887
128	128	0.7	461	0.6055728309249436
128	128	0.7	445	0.5700929439586426
128	128	0.7	485	0.612926778388151
128	128	0.7	456	0.5396830038601006
128	128	0.7	452	0.5784382284382285
128	128	0.8	540	0.5767949398870166
128	128	0.8	534	0.57996632996633
128	128	0.8	538	0.6070568578308516
128	128	0.8	555	0.6140379403794038
128	128	0.8	529	0.5300769089910273
128	128	0.8	527	0.5782409042741081
128	128	0.8	536	0.6003353293413174
128	128	0.8	526	0.5540140086206896
128	128	0.8	520	0.5929967776584318
128	128	0.8	527	0.5749043193001641
128	128	0.8	543	0.6380051150895141
128	128	0.8	544	0.5910456730769231
128	128	0.8	529	0.5828481862964622
128	128	0.8	546	0.6148279352226721
128	128	0.8	527	0.5727885047148631
128	128	0.8	540	0.6138895705521472
128	128	0.8	535	0.5613344988344988
128	128	0.8	515	0.5800171159606333
128	128	0.8	532	0.6063689466742039
128	128	0.8	532	0.5475256769374417
128	128	0.8	541	0.569785575048733
128	128	0.8	509	0.5702898550724638
128	128	0.8	531	0.6301775147928994
128	128	0.8	546	0.5392586482445739
128	128	0.8	510	0.5919117647058824
128	128	0.9000000000000001	594	0.5545118343195267
128	128	0.9000000000000001	584	0.6337161607875308
128	128	0.9000000000000001	600	0.5437862950058072
128	128	0.9000000000000001	591	0.5719562647754137
128	128	0.9000000000000001	590	0.5980780516431925
128	128	0.9000000000000001	595	0.526090169992609
128	128	0.9000000000000001	603	0.5859948898115618
128	128	0.9000000000000001	593	0.5449653545628778
128	128	0.9000000000000001	590	0.5648169292837025
128	128	0.9000000000000001	588	0.5998310335116869
128	128	0.9000000000000001	588	0.6113619001319536
128	128	0.9000000000000001	583	0.5802919708029197
128	128	0.9000000000000001	609	0.5411027568922305
128	128	0.9000000000000001	605	0.5753623188405798
128	128	0.9000000000000001	602	0.5934144595561919
128	128	0.9000000000000001	598	0.5882352941176471
128	128	0.9000000000000001	612	0.5763164929163326
128	128	0.9000000000000001	592	0.5605332167832168
128	128	0.9000000000000001	607	0.5745967741935484
128	128	0.9000000000000001	580	0.6051587301587301
128	128	0.9000000000000001	566	0.6357655502392344
128	128	0.9000000000000001	602	0.6308403634003894
128	128	0.9000000000000001	612	0.5882352941176471
128	128	0.9000000000000001	582	0.5676641949152542
128	128	0.9000000000000001	611	0.59792488423941
128	128	1	669	0.5943246670894102
128	128	1	653	0.6203776553894571
128	128	1	675	0.638838802740714
128	128	1	659	0.5515125570776256
128	128	1	656	0.6243697478991597
128	128	1	669	0.5064641241111829
128	128	1	656	0.6620833333333334
128	128	1	655	0.6084931506849315
128	128	1	664	0.6529287439613527
128	128	1	668	0.5786666666666667
128	128	1	657	0.6093278463648834
128	128	1	662	0.6419917257683215
128	128	1	670	0.5983270460882402
128	128	1	665	0.6021062271062271
128	128	1	658	0.5892445213379469
128	128	1	666	0.6163194444444444
128	128	1	656	0.5594120048999591
128	128	1	662	0.6246913580246913
128	128	1	666	0.5772191673212883
128	128	1	662	0.639981908638625
128	128	1	668	0.5563369276449445
128	128	1	658	0.6096703296703296
128	128	1	660	0.69002849002849
128	128	1	659	0.5422535211267605
128	128	1	667	0.6062241981581454
256	256	0.2	122	0.5627484522645813
256	256	0.2	118	0.5586225766732925
256	256	0.2	128	0.5232065069144232
256	256	0.2	134	0.5578877005347593
256	256	0.2	129	0.5355981116653044
256	256	0.2	126	0.53604370536895
256	256	0.2	130	0.5727180365584356
256	256	0.2	126	0.5229500891265597
256	256	0.2	151	0.5300116707065267
256	256	0.2	130	0.5668502211818023
256	256	0.2	141	0.5673751565368055
256	256	0.2	133	0.5525743292240755
256	256	0.2	129	0.5734795894642442
256	256	0.2	138	0.5501089324618736
256	256	0.2	129	0.5835907110302342
256	256	0.2	138	0.5211442786069652
256	256	0.2	142	0.5538504150329343
256	256	0.2	127	0.57749653259362
256	256	0.2	124	0.5489000860267912
256	256	0.2	130	0.5585481768095218
256	256	0.2	123	0.5568905924943076
256	256	0.2	134	0.5201167387484795
256	256	0.2	130	0.5656802178822904
