feature	metadata	value	coef	stderr	pval	name	qval	N	N.not.zero	model	dataset	strat	outcome
SGB15317	distal_acn	distal_acn	0.69733022256777355	0.16641940681462808	3.056259256109872e-5	distal_acn	0.002732453258902781	1034	566	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4348	distal_acn	distal_acn	0.8406113047756562	0.20167421840528738	3.361033884115696e-5	distal_acn	0.0029447516150951014	1034	326	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4742	distal_acn	distal_acn	-0.4586176962219572	0.11500119886291396	7.194901116810392e-5	distal_acn	0.005079739895285938	1034	196	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15090	distal_acn	distal_acn	0.5100890957907132	0.1304873463974716	9.945143058812811e-5	distal_acn	0.006634961497585941	1034	277	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4777	distal_acn	distal_acn	0.5508785326301076	0.1453807339891944	1.609770428601742e-4	distal_acn	0.009310195913627821	1034	501	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15318	distal_acn	distal_acn	0.573853846547376	0.15165401726591887	1.643560921840454e-4	distal_acn	0.009411003955609275	1034	810	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14809	distal_acn	distal_acn	-0.5864871306217074	0.15813930096720233	2.2085003063132693e-4	distal_acn	0.011471581591078639	1034	552	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15244	distal_acn	distal_acn	0.45146071906555135	0.12253733276469177	2.4277705444168302e-4	distal_acn	0.012260241249304993	1034	310	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4959	distal_acn	distal_acn	0.6313252315775922	0.17354838981119525	2.9035850610667865e-4	distal_acn	0.013800568996129197	1034	688	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB9203	distal_acn	distal_acn	0.41318315776733505	0.11658203833678016	4.1376394375809656e-4	distal_acn	0.017014948598919364	1034	248	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14899	distal_acn	distal_acn	0.47645985260111773	0.13484104474669245	4.305585952442259e-4	distal_acn	0.017590011823685456	1034	519	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB13979	distal_acn	distal_acn	0.3118047675545597	0.08922332742965682	4.973714271398213e-4	distal_acn	0.01890683253262168	1034	130	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4758	distal_acn	distal_acn	-0.4867887134052733	0.13954350476221766	5.089283287206905e-4	distal_acn	0.019102722691238038	1034	446	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB5117	distal_acn	distal_acn	0.47741929689582696	0.13741141581660143	5.359864163479298e-4	distal_acn	0.019324570018616524	1034	346	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB72479	distal_acn	distal_acn	0.35962030536117034	0.10362290823229485	5.437425892785392e-4	distal_acn	0.01938282406487028	1034	261	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15382	distal_acn	distal_acn	0.4049248911128291	0.11804095041202643	6.296065197599997e-4	distal_acn	0.020811357325885082	1034	401	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15106	distal_acn	distal_acn	0.6294012039473663	0.18609095437749112	7.493931281343598e-4	distal_acn	0.023797322392109452	1034	398	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4629	distal_acn	distal_acn	0.47156613044923534	0.14009497321127742	7.941782428289268e-4	distal_acn	0.024893380094189465	1034	276	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15254	distal_acn	distal_acn	0.4302019861069905	0.1282480306133896	8.27788929588196e-4	distal_acn	0.025524322599721937	1034	734	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB1862	distal_acn	distal_acn	0.3931428667363324	0.11758107128985279	8.604786068284858e-4	distal_acn	0.0261815917525387	1034	235	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB5045	distal_acn	distal_acn	0.62448251621613	0.1872210025320149	8.854816990378377e-4	distal_acn	0.02672971404594778	1034	597	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB17241	proximal_acn	proximal_acn	0.39273393097423764	0.11910311293626862	0.0010132132283703923	proximal_acn	0.02947234638683797	1034	109	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15315	distal_acn	distal_acn	0.5288865475567469	0.161848345545136	0.001124137309409122	distal_acn	0.03168498648846176	1034	550	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB2318	distal_acn	distal_acn	0.5720224215283538	0.1772243755371484	0.0012922446557148432	distal_acn	0.03480445606058644	1034	874	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4613	distal_acn	distal_acn	-0.239036402357926	0.07511814210695208	0.0015110497074999794	distal_acn	0.038555626220841584	1034	142	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4832	distal_acn	distal_acn	0.40334056818303793	0.127230070482566	0.0015740051592983482	distal_acn	0.03933390212514635	1034	452	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4699	distal_acn	distal_acn	-0.36141372325910187	0.11438281372194038	0.0016310969020742444	distal_acn	0.03967002231399299	1034	300	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15132	distal_acn	distal_acn	-0.45020110509855943	0.14283743717329242	0.0016750594822121068	distal_acn	0.04033454488293524	1034	731	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4711	distal_acn	distal_acn	0.3758044002565159	0.11948421455713196	0.0017130154394716958	distal_acn	0.04066015755776983	1034	536	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15346	distal_acn	distal_acn	0.5038011822167321	0.16044110014624188	0.0017429208949352574	distal_acn	0.0407161543378886	1034	760	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15291	distal_acn	distal_acn	0.49093045221831805	0.1566179977957863	0.0017757388675508497	distal_acn	0.04097361779780886	1034	677	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4594	proximal_acn	proximal_acn	0.2590998697615213	0.08306434280436978	0.0018695906891178819	proximal_acn	0.041450193570930605	1034	184	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4761	distal_acn	distal_acn	-0.356357123344626	0.11450467313310184	0.0019146900197776653	distal_acn	0.04188083482716352	1034	284	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14322	distal_acn	distal_acn	0.386558163399634	0.12426177372494134	0.0019232103171429604	distal_acn	0.04188083482716352	1034	461	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15300	distal_acn	distal_acn	0.5072709522913944	0.1632416031456724	0.0019449192201172788	distal_acn	0.04221926139908314	1034	826	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15286	distal_acn	distal_acn	0.4000075924230896	0.1288459125028428	0.00196416964669749	distal_acn	0.042416708921216253	1034	903	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14252	distal_acn	distal_acn	0.3460380642394405	0.11352771025685729	0.0023693011542347373	distal_acn	0.04733395053185442	1034	385	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14816_group	distal_acn	distal_acn	0.3109995212011562	0.10202370885237196	0.002367296097784778	distal_acn	0.04733395053185442	1034	243	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4037	distal_acn	distal_acn	-0.38882773274756205	0.1284336589121937	0.002535084169140805	distal_acn	0.04889955458353298	1034	352	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14042	distal_acn	distal_acn	0.30125333411284805	0.09948105207431249	0.002528543455514331	distal_acn	0.04889955458353298	1034	141	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB8000	distal_acn	distal_acn	-0.3460559611622721	0.11450692210317095	0.0025796108733794052	distal_acn	0.04910714730684564	1034	227	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4762	distal_acn	distal_acn	-0.25480460916359593	0.08456206756264407	0.0026558337862188927	distal_acn	0.04990496975034571	1034	217	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4778	distal_acn	distal_acn	0.3759952054470061	0.12485423001598792	0.002671058061357818	distal_acn	0.0500616861396754	1034	573	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB6362	distal_acn	distal_acn	0.40723710041325073	0.1363309078487755	0.0028910500371918967	distal_acn	0.052297800672784764	1034	155	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4665	distal_acn	distal_acn	0.2925204990716256	0.09828558686892759	0.00299471598533352	distal_acn	0.05343364774511924	1034	170	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14891	proximal_acn	proximal_acn	0.3399042607549555	0.11497154650079021	0.0031919912803240543	proximal_acn	0.05526704902503934	1034	524	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB6276	distal_acn	distal_acn	0.5089089760090694	0.17256305227680319	0.0032676503563712693	distal_acn	0.055911419744780866	1034	373	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14306	distal_acn	distal_acn	0.49261813976501967	0.16723277311285265	0.0033036015065761944	distal_acn	0.056393873605216166	1034	436	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4394	distal_acn	distal_acn	0.32687273584496357	0.11128830188600684	0.003394993780665905	distal_acn	0.05714906197454273	1034	190	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4760	distal_acn	distal_acn	-0.2778212329054341	0.09488011796334257	0.003494347844363613	distal_acn	0.058281875055532555	1034	178	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB6602	distal_acn	distal_acn	0.33652430460024235	0.1154195202030969	0.003635691898944586	distal_acn	0.05981617983964938	1034	158	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB6846	distal_acn	distal_acn	0.3642295143820959	0.12506248546031723	0.003673753608814611	distal_acn	0.060034912906291794	1034	267	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15236	distal_acn	distal_acn	0.5109768625184589	0.17645585881628315	0.0038719389411833835	distal_acn	0.06161212249515441	1034	533	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15123	proximal_acn	proximal_acn	0.25476986989644157	0.08857166980128232	0.004115173363240859	proximal_acn	0.06449469977906795	1034	242	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB101324	distal_acn	distal_acn	0.3063521518975283	0.10686044568620523	0.004240696775990872	distal_acn	0.06533548083687632	1034	131	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15031	distal_acn	distal_acn	0.444218860192126	0.15622090674962993	0.004560720020062629	distal_acn	0.06880820743961709	1034	393	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14128	distal_acn	distal_acn	0.2567801641499658	0.09097155530461287	0.0048658948523171595	distal_acn	0.07129701261236011	1034	167	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB13981	proximal_acn	proximal_acn	0.30761543364076693	0.10877177681560672	0.004784697174565881	proximal_acn	0.07129701261236011	1034	257	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4770	distal_acn	distal_acn	0.35931677549154944	0.12747319377428326	0.0049245630328094035	distal_acn	0.07162284474917997	1034	429	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14124	proximal_acn	proximal_acn	0.2629520532233285	0.09348757873840496	0.00501763203812896	proximal_acn	0.07254119320332764	1034	193	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4715	distal_acn	distal_acn	0.25636288631714504	0.09174560381267216	0.005309897526111585	distal_acn	0.07527012633505545	1034	240	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4769	distal_acn	distal_acn	0.35641521711166063	0.12827724961161957	0.005572907994675469	distal_acn	0.07808513860747593	1034	427	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB2326	distal_acn	distal_acn	0.3556487702317153	0.12824283115552326	0.005662518121819388	distal_acn	0.07834048128077492	1034	308	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB1699	distal_acn	distal_acn	0.2178040555737322	0.07854422472486523	0.005666541962828329	distal_acn	0.07834048128077492	1034	127	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4938	distal_acn	distal_acn	0.4758471925505156	0.17176707749384196	0.0057134506791203625	distal_acn	0.07861369747850729	1034	461	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14853	distal_acn	distal_acn	-0.3824434631659274	0.13952900631607124	0.006244991630592549	distal_acn	0.08317505336569417	1034	711	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15053	distal_acn	distal_acn	0.3790932687097127	0.1387538100672988	0.006413474417063745	distal_acn	0.08464863516225171	1034	719	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15249	distal_acn	distal_acn	0.4314347778365311	0.15840260430560327	0.006578878718786007	distal_acn	0.0862010919693907	1034	601	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB71759	distal_acn	distal_acn	0.33135344316872856	0.12215318089975961	0.006800538479948582	distal_acn	0.08815243462778269	1034	520	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15356	distal_acn	distal_acn	0.37851587297926614	0.14133552862559265	0.007535565574847737	distal_acn	0.09375021584106728	1034	323	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB2325	distal_acn	distal_acn	0.376662091136715	0.14196765802696618	0.008112089322382776	distal_acn	0.0971847010747406	1034	500	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB3965	distal_acn	distal_acn	0.24620128412218842	0.0929073934535474	0.008188479769406863	distal_acn	0.09777770916769575	1034	181	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15368	distal_acn	distal_acn	0.5415227962908895	0.20447029362023064	0.008225745588010192	distal_acn	0.09806167527214772	1034	467	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB14937	distal_acn	distal_acn	0.3439797657642097	0.13039090102200607	0.008479151448918653	distal_acn	0.09994565502702074	1034	458	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15233	distal_acn	distal_acn	0.4418416315529647	0.16763785211610793	0.008538249611938825	distal_acn	0.1002185118506737	1034	447	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4191	distal_acn	distal_acn	0.42699883292629803	0.1623555100552068	0.008680809939315975	distal_acn	0.10058296856421862	1034	369	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15149	distal_acn	distal_acn	-0.26334315795262364	0.10055458939580653	0.008966623392603025	distal_acn	0.10268548867875464	1034	193	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15395	distal_acn	distal_acn	0.3375335331827607	0.12935145878330206	0.009216925188910565	distal_acn	0.10456393131631456	1034	325	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4749	distal_acn	distal_acn	0.35702862096128934	0.13690282016111371	0.00925795070513471	distal_acn	0.10486575938900251	1034	706	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4767	distal_acn	distal_acn	0.3906754609955855	0.15071421470190094	0.009689093359478176	distal_acn	0.10773560689621604	1034	738	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15159	distal_acn	distal_acn	-0.22416011509919048	0.08659128246876187	0.009785861359153356	distal_acn	0.10815012736134226	1034	166	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4571	distal_acn	distal_acn	0.33341981034988577	0.12919441569078405	0.010012523762877232	distal_acn	0.10949033504307253	1034	621	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB25497	distal_acn	distal_acn	0.35147063768811443	0.1367000697433904	0.01029385146539036	distal_acn	0.1113941783576171	1034	257	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4953	distal_acn	distal_acn	0.30706097229835677	0.11972728052461538	0.010485388728329995	distal_acn	0.11279548347990492	1034	220	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4712	distal_acn	distal_acn	0.32607085568805977	0.1276002892842734	0.010766507039412648	distal_acn	0.11513829292736584	1034	423	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4669	distal_acn	distal_acn	0.38701123539849164	0.15273845476977865	0.011448101454380051	distal_acn	0.11944131101327365	1034	281	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15326	proximal_acn	proximal_acn	0.3403881894872566	0.1346553162084704	0.011643156438161523	proximal_acn	0.12078321486206932	1034	295	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4425_group	distal_acn	distal_acn	0.3350523903843172	0.13283774508532661	0.01182818594730415	distal_acn	0.12166134117227126	1034	228	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB8601	distal_acn	distal_acn	0.42466506574045126	0.16981474538097738	0.012566204126690832	distal_acn	0.1263920282286248	1034	342	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15350	proximal_acn	proximal_acn	0.3004220661320757	0.12095565385571634	0.013178642909751752	proximal_acn	0.12915780490527595	1034	681	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB15224	distal_acn	distal_acn	0.35902582789038123	0.1447378261024754	0.013297160773708943	distal_acn	0.1296924842346787	1034	417	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
SGB4963	distal_acn	distal_acn	0.2166247211631456	0.08736835511412472	0.013337361885579558	distal_acn	0.1296924842346787	1034	146	distal_acn,proximal_acn,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning	metaphlan	no_strat	lesion_loc_overall
